year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
2005, 한화, 19, 0, 0, 0, 0, 1, 1, 4, 40.0, 28, 24, 183, 41, , 3, 25, 0, 4, 19, 0, 3, 5.40, 5.22, 1.65, 81.1
2007, 한화, 21, 0, 0, 0, 0, 2, 1, 2, 7.0, 9, 7, 38, 10, , 0, 8, 0, 0, 2, 1, 0, 9.00, 5.69, 2.57, 44.7
2010, 한화, 24, 0, 0, 0, 0, 0, 0, 0, 16.1, 13, 13, 82, 22, , 1, 13, 0, 0, 8, 0, 3, 7.16, 5.49, 2.14, 64.5
2011, 한화, 25, 0, 0, 1, 0, 0, 0, 1, 25.2, 11, 11, 119, 26, , 1, 16, 0, 1, 25, 0, 4, 3.86, 3.74, 1.64, 108.3
2012, 한화, 26, 0, 0, 5, 2, 2, 0, 2, 38.2, 20, 16, 162, 33, , 2, 19, 1, 2, 25, 0, 3, 3.72, 4.04, 1.35, 105.0
2013, 한화, 27, 0, 0, 8, 2, 5, 0, 5, 72.0, 50, 50, 330, 84, , 6, 45, 0, 5, 45, 0, 13, 6.25, 5.27, 1.79, 69.4
2014, 한화, 28, 0, 0, 1, 2, 3, 0, 5, 49.0, 41, 39, 239, 71, 1, 6, 23, 1, 7, 28, 0, 1, 7.16, 6.08, 1.92, 75.7
2015, kt, 29, 0, 0, 7, 1, 4, 0, 2, 32.0, 23, 20, 155, 35, 1, 3, 21, 0, 4, 21, 0, 4, 5.63, 5.87, 1.75, 89.3
2016, kt, 30, 0, 0, 0, 0, 0, 0, 0, 4.0, 6, 3, 25, 6, 0, 0, 5, 0, 1, 1, 0, 0, 6.75, 7.79, 2.75, 77.4
2017, kt, 31, 0, 0, 0, 0, 0, 0, 1, 18.0, 9, 7, 78, 23, 0, 4, 5, 0, 0, 11, 0, 2, 3.50, 6.24, 1.56, 144.9
2018, KT, 32, 0, 0, 0, 1, 0, 0, 0, 16.2, 19, 18, 86, 26, 0, 3, 10, 1, 0, 17, 0, 0, 9.72, 5.75, 2.16, 54.5
