year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
1983, 롯데, 23, 39, 73, 70, 7, 14, 3, 0, 0, 17, 4, 1, 2, 0, 0, 11, 1, 1, 0, 0.200, 0.222, 0.243, 0.465, 0.217, 29.4
1984, 삼미, 24, 41, 94, 87, 7, 18, 2, 0, 1, 23, 4, 0, 1, 0, 1, 19, 1, 3, 0, 0.207, 0.242, 0.264, 0.506, 0.228, 35.6
1985, 삼미/청보, 25, 60, 160, 149, 10, 33, 2, 0, 1, 38, 9, 0, 2, 0, 0, 22, 0, 4, 2, 0.221, 0.244, 0.255, 0.499, 0.231, 35.3
1986, OB, 26, 82, 179, 155, 19, 34, 4, 1, 10, 70, 28, 1, 1, 0, 0, 29, 6, 0, 2, 0.219, 0.313, 0.452, 0.765, 0.356, 131.9
1987, OB, 27, 72, 164, 146, 18, 39, 6, 2, 3, 58, 22, 1, 0, 0, 0, 20, 9, 0, 0, 0.267, 0.348, 0.397, 0.745, 0.354, 119.3
1988, OB, 28, 70, 138, 125, 10, 30, 6, 1, 0, 38, 15, 1, 0, 0, 1, 14, 9, 0, 1, 0.240, 0.304, 0.304, 0.608, 0.287, 72.3
1989, OB, 29, 54, 107, 98, 3, 24, 8, 1, 0, 34, 13, 1, 1, 1, 0, 23, 2, 1, 0, 0.245, 0.302, 0.347, 0.649, 0.308, 86.3
1990, OB|쌍방울, 30, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.000, 0.000, 0.000, 0.000, 0.000, -130.0
, OB, 30, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.000, 0.000, 0.000, 0.000, 0.000, -130.0
1991, 쌍방울, 31, 117, 375, 345, 32, 83, 25, 2, 6, 130, 44, 2, 0, 2, 3, 54, 10, 1, 0, 0.241, 0.300, 0.377, 0.676, 0.311, 88.0
1992, 쌍방울, 32, 74, 228, 201, 21, 61, 9, 2, 3, 83, 23, 1, 1, 3, 0, 29, 10, 4, 1, 0.303, 0.371, 0.413, 0.784, 0.358, 113.6
1993, 쌍방울, 33, 79, 204, 192, 13, 39, 7, 1, 2, 54, 18, 1, 2, 1, 0, 42, 2, 1, 2, 0.203, 0.237, 0.281, 0.518, 0.244, 50.8
