year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
2012, 롯데, 23, 50, 67, 57, 9, 6, 0, 0, 0, 6, 3, 1, 1, 1, 0, 17, 3, 0, 0, 0.105, 0.239, 0.105, 0.344, 0.193, 8.3
2013, 롯데, 24, 99, 281, 240, 27, 55, 11, 0, 1, 69, 25, 6, 3, 5, 1, 55, 2, 12, 0, 0.229, 0.312, 0.288, 0.600, 0.280, 58.7
2014, 롯데, 25, 63, 130, 113, 20, 26, 6, 1, 4, 46, 13, 1, 1, 4, 0, 25, 0, 6, 2, 0.230, 0.282, 0.407, 0.689, 0.289, 52.7
2016, 롯데, 27, 25, 104, 81, 13, 25, 4, 0, 1, 32, 10, 0, 1, 8, 0, 12, 3, 2, 0, 0.309, 0.451, 0.395, 0.846, 0.402, 128.1
2017, 롯데, 28, 128, 381, 325, 49, 77, 11, 0, 5, 103, 47, 5, 2, 13, 1, 76, 8, 13, 5, 0.237, 0.313, 0.317, 0.629, 0.282, 55.5
2018, 롯데, 29, 139, 479, 425, 55, 125, 28, 1, 11, 188, 71, 1, 5, 11, 2, 95, 12, 5, 5, 0.294, 0.357, 0.442, 0.799, 0.347, 98.4
2019, 롯데, 30, 121, 413, 375, 43, 96, 9, 0, 1, 108, 26, 3, 3, 8, 1, 62, 9, 5, 1, 0.256, 0.314, 0.288, 0.602, 0.286, 68.4
2020, 롯데, 31, 81, 123, 106, 18, 23, 1, 0, 2, 30, 12, 1, 0, 1, 0, 22, 3, 1, 1, 0.217, 0.312, 0.283, 0.595, 0.285, 60.7
2021, KT, 32, 96, 205, 173, 25, 41, 8, 0, 1, 52, 19, 1, 2, 4, 0, 44, 6, 5, 1, 0.237, 0.335, 0.301, 0.636, 0.305, 74.7
2022, KT, 33, 28, 54, 52, 1, 8, 1, 0, 0, 9, 1, 0, 0, 0, 0, 15, 2, 0, 0, 0.154, 0.185, 0.173, 0.358, 0.174, -1.0
