year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
2002, LG, 23, 6, 10, 10, 1, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0.200, 0.200, 0.200, 0.400, 0.184, -3.7
2003, LG, 24, 5, 4, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000, 0.000, 0.000, 0.000, 0.000, -142.9
2006, LG, 27, 38, 58, 52, 7, 12, 2, 0, 0, 14, 5, 1, 0, 2, 0, 8, 0, 0, 2, 0.231, 0.276, 0.269, 0.545, 0.260, 56.5
2007, LG, 28, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000, 0.000, 0.000, 0.000, 0.000, -134.9
2008, 한화, 29, 119, 419, 371, 53, 91, 13, 3, 0, 110, 20, 19, 5, 10, 4, 75, 3, 7, 1, 0.245, 0.318, 0.297, 0.615, 0.290, 70.4
2009, 한화, 30, 105, 233, 193, 28, 45, 2, 0, 2, 53, 17, 15, 4, 12, 0, 59, 1, 2, 2, 0.233, 0.351, 0.275, 0.625, 0.307, 71.3
2010, 한화, 31, 111, 304, 260, 39, 61, 8, 4, 2, 83, 23, 10, 6, 6, 0, 62, 3, 6, 3, 0.235, 0.322, 0.319, 0.641, 0.299, 71.8
2011, 한화, 32, 19, 49, 44, 5, 9, 0, 0, 0, 9, 1, 0, 0, 1, 0, 12, 0, 2, 0, 0.205, 0.255, 0.205, 0.460, 0.221, 22.7
2012, 한화, 33, 18, 59, 52, 4, 9, 5, 1, 0, 16, 8, 3, 0, 1, 0, 11, 1, 0, 0, 0.173, 0.271, 0.308, 0.579, 0.278, 68.1
2013, 한화, 34, 72, 180, 158, 19, 48, 7, 0, 1, 58, 17, 12, 2, 4, 0, 21, 2, 0, 1, 0.304, 0.383, 0.367, 0.750, 0.362, 113.6
2014, 한화, 35, 9, 10, 6, 3, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0.167, 0.500, 0.167, 0.667, 0.392, 119.9
