year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
2012, LG, 23, 6, 10, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 1, 0, 0.000, 0.000, 0.000, 0.000, 0.000, -127.8
2015, LG, 26, 58, 171, 159, 29, 54, 8, 0, 6, 80, 22, 5, 1, 3, 0, 31, 2, 0, 0, 0.340, 0.386, 0.503, 0.889, 0.398, 140.0
2016, LG, 27, 56, 137, 111, 18, 28, 5, 0, 4, 45, 12, 1, 0, 1, 1, 37, 1, 0, 0, 0.252, 0.394, 0.405, 0.800, 0.372, 112.9
2017, LG, 28, 10, 17, 13, 4, 1, 0, 0, 1, 4, 2, 1, 0, 1, 1, 8, 0, 0, 0, 0.077, 0.294, 0.308, 0.602, 0.257, 48.4
2018, LG, 29, 51, 84, 69, 10, 20, 0, 0, 2, 26, 14, 0, 1, 1, 0, 18, 1, 0, 2, 0.290, 0.393, 0.377, 0.770, 0.354, 106.5
2019, LG, 30, 13, 24, 21, 2, 5, 1, 0, 0, 6, 1, 0, 0, 0, 0, 8, 1, 0, 0, 0.238, 0.333, 0.286, 0.619, 0.303, 79.8
