year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
2009, 두산, 19, 5, 5, 5, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.200, 0.200, 0.200, 0.400, 0.187, -11.2
2013, 두산, 23, 34, 51, 48, 12, 13, 1, 0, 1, 17, 7, 2, 3, 1, 0, 11, 4, 1, 0, 0.271, 0.300, 0.354, 0.654, 0.302, 72.7
2014, 두산, 24, 47, 66, 61, 7, 11, 4, 1, 0, 17, 3, 1, 0, 0, 0, 13, 0, 1, 0, 0.180, 0.231, 0.279, 0.510, 0.231, 17.8
2015, 두산, 25, 70, 175, 158, 31, 54, 12, 0, 5, 81, 26, 2, 1, 3, 0, 29, 2, 2, 0, 0.342, 0.399, 0.513, 0.912, 0.403, 143.3
2016, 두산, 26, 132, 540, 484, 95, 162, 36, 4, 20, 266, 83, 17, 6, 9, 0, 86, 9, 4, 5, 0.335, 0.390, 0.550, 0.940, 0.411, 137.7
2017, 두산, 27, 131, 543, 483, 91, 177, 40, 2, 20, 281, 78, 20, 3, 10, 2, 64, 15, 5, 4, 0.366, 0.424, 0.582, 1.006, 0.433, 163.7
2018, 두산, 28, 125, 529, 488, 79, 159, 24, 6, 12, 231, 84, 7, 3, 10, 1, 65, 14, 1, 2, 0.326, 0.373, 0.473, 0.847, 0.371, 117.5
2019, 두산, 29, 127, 537, 458, 83, 146, 27, 5, 10, 213, 64, 12, 3, 7, 0, 57, 23, 1, 11, 0.319, 0.397, 0.465, 0.863, 0.394, 144.6
2020, 두산, 30, 129, 551, 487, 103, 148, 40, 0, 14, 230, 70, 8, 2, 12, 2, 65, 9, 3, 7, 0.304, 0.369, 0.472, 0.841, 0.375, 126.5
2021, 두산, 31, 126, 525, 458, 82, 149, 31, 2, 6, 202, 63, 13, 0, 11, 2, 72, 16, 0, 6, 0.325, 0.400, 0.441, 0.841, 0.394, 138.5
2022, NC, 32, 37, 150, 130, 14, 40, 7, 0, 1, 50, 20, 0, 3, 4, 0, 19, 3, 0, 2, 0.308, 0.387, 0.385, 0.771, 0.364, 135.8
