year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
2013, NC, 20, 32, 47, 41, 10, 11, 1, 0, 0, 12, 6, 9, 2, 0, 0, 6, 3, 0, 1, 0.268, 0.340, 0.293, 0.633, 0.310, 78.1
2014, NC, 21, 118, 491, 416, 87, 124, 21, 9, 1, 166, 40, 50, 10, 11, 0, 89, 5, 4, 4, 0.298, 0.392, 0.399, 0.791, 0.367, 106.9
2015, NC, 22, 141, 617, 520, 111, 158, 31, 6, 3, 210, 47, 46, 16, 14, 0, 108, 4, 3, 7, 0.304, 0.399, 0.404, 0.803, 0.371, 116.8
2016, NC, 23, 121, 515, 435, 84, 149, 16, 6, 3, 186, 55, 20, 6, 8, 1, 70, 9, 10, 7, 0.343, 0.420, 0.428, 0.847, 0.387, 122.1
2017, NC, 24, 106, 452, 388, 84, 141, 25, 4, 3, 183, 47, 11, 1, 11, 0, 51, 8, 3, 4, 0.363, 0.441, 0.472, 0.913, 0.412, 145.5
2018, NC, 25, 115, 460, 411, 68, 133, 22, 5, 5, 180, 33, 17, 5, 10, 3, 51, 4, 3, 4, 0.324, 0.383, 0.438, 0.821, 0.363, 112.9
2019, NC, 26, 125, 526, 468, 89, 161, 23, 8, 1, 203, 45, 18, 7, 9, 1, 40, 10, 2, 6, 0.344, 0.403, 0.434, 0.836, 0.387, 134.7
2020, NC, 27, 126, 530, 467, 82, 161, 27, 5, 8, 222, 63, 13, 6, 15, 2, 48, 12, 2, 10, 0.345, 0.402, 0.475, 0.877, 0.396, 132.6
2021, NC, 28, 50, 215, 180, 30, 47, 5, 3, 1, 61, 18, 12, 3, 7, 0, 23, 4, 4, 2, 0.261, 0.360, 0.339, 0.699, 0.333, 94.8
2022, NC, 29, 11, 49, 46, 4, 10, 3, 0, 0, 13, 2, 1, 0, 2, 0, 8, 0, 0, 0, 0.217, 0.265, 0.283, 0.548, 0.262, 63.8
