year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
1988, 삼성, 24, 4, 4, 4, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.250, 0.250, 0.250, 0.500, 0.237, 38.6
1989, 삼성, 25, 64, 145, 128, 18, 36, 7, 0, 2, 49, 15, 7, 3, 0, 0, 21, 1, 2, 1, 0.281, 0.350, 0.383, 0.733, 0.346, 112.3
1990, 삼성, 26, 100, 318, 273, 39, 68, 12, 0, 8, 104, 36, 10, 5, 2, 0, 46, 3, 4, 1, 0.249, 0.344, 0.381, 0.725, 0.342, 107.2
1991, 삼성, 27, 33, 80, 70, 14, 13, 4, 0, 3, 26, 9, 0, 0, 0, 1, 8, 0, 0, 0, 0.186, 0.288, 0.371, 0.659, 0.302, 82.0
1992, 삼성|쌍방울, 28, 6, 10, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0.000, 0.100, 0.000, 0.100, 0.073, -75.2
, 쌍방울, 28, 6, 10, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0.000, 0.100, 0.000, 0.100, 0.073, -75.2
, 삼성, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , 
