year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
1990, OB, 23, 87, 184, 166, 13, 30, 3, 0, 1, 36, 7, 1, 3, 2, 0, 12, 3, 4, 1, 0.181, 0.239, 0.217, 0.456, 0.221, 23.8
1991, OB, 24, 88, 221, 199, 17, 45, 8, 0, 1, 56, 24, 3, 2, 1, 0, 13, 4, 6, 1, 0.226, 0.279, 0.281, 0.561, 0.262, 52.9
1992, OB, 25, 108, 292, 246, 28, 60, 6, 2, 0, 70, 20, 2, 2, 2, 1, 19, 4, 13, 7, 0.244, 0.306, 0.285, 0.590, 0.267, 51.1
1993, OB, 26, 107, 278, 242, 22, 67, 14, 2, 1, 88, 27, 1, 0, 2, 0, 14, 5, 14, 5, 0.277, 0.318, 0.364, 0.682, 0.304, 94.2
1994, OB, 27, 81, 224, 199, 19, 46, 9, 0, 1, 58, 18, 1, 2, 1, 0, 24, 3, 13, 0, 0.231, 0.275, 0.291, 0.566, 0.253, 52.5
1995, OB, 28, 93, 215, 194, 20, 42, 12, 0, 1, 57, 19, 1, 1, 3, 0, 26, 4, 9, 2, 0.216, 0.252, 0.294, 0.546, 0.243, 49.1
1996, OB, 29, 85, 263, 254, 24, 69, 10, 0, 1, 82, 20, 2, 0, 0, 0, 13, 7, 7, 0, 0.272, 0.277, 0.323, 0.600, 0.272, 67.1
1997, OB, 30, 42, 92, 86, 7, 23, 4, 0, 2, 33, 9, 0, 0, 1, 0, 12, 1, 1, 0, 0.267, 0.308, 0.384, 0.691, 0.313, 92.5
1998, OB, 31, 69, 165, 143, 8, 29, 5, 0, 0, 34, 7, 1, 1, 4, 0, 16, 2, 8, 2, 0.203, 0.261, 0.238, 0.499, 0.225, 29.7
1999, 두산, 32, 37, 89, 80, 4, 16, 5, 0, 1, 24, 4, 0, 0, 1, 0, 9, 1, 3, 0, 0.200, 0.256, 0.300, 0.556, 0.245, 31.5
2000, 두산, 33, 24, 23, 23, 0, 4, 0, 0, 0, 4, 2, 0, 1, 0, 0, 5, 3, 0, 0, 0.174, 0.174, 0.174, 0.348, 0.162, -24.5
2001, 두산, 34, 6, 3, 3, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.333, 0.333, 0.333, 0.667, 0.315, 76.3
