year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
2002, SK, 20, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, , , , , , , -0.04
2003, SK, 21, 2, 4, 4, 0, 2, 0, 0, 0, 2, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0.500, 0.500, 0.500, 1.000, 0.466, 192.0, 0.06
2004, SK, 22, 23, 29, 25, 4, 3, 1, 0, 1, 7, 2, 2, 1, 0, 0, 7, 1, 1, 0, 0.120, 0.214, 0.280, 0.494, 0.223, 18.9, -0.13
2005, SK, 23, 23, 48, 40, 6, 9, 1, 0, 0, 10, 3, 2, 3, 0, 0, 9, 0, 4, 0, 0.225, 0.296, 0.250, 0.546, 0.244, 37.8, -0.18
2006, SK, 24, 96, 166, 145, 20, 40, 9, 1, 1, 54, 14, 8, 5, 1, 1, 30, 3, 5, 1, 0.276, 0.342, 0.372, 0.714, 0.324, 103.3, 0.67
2007, SK, 25, 124, 374, 334, 51, 81, 10, 3, 4, 109, 18, 19, 10, 6, 0, 57, 6, 5, 1, 0.243, 0.312, 0.326, 0.638, 0.301, 78.6, 1.18
2008, SK, 26, 106, 295, 258, 38, 70, 16, 3, 3, 101, 32, 16, 8, 6, 0, 46, 2, 5, 0, 0.271, 0.352, 0.391, 0.743, 0.346, 107.5, 1.96
2009, SK, 27, 104, 382, 341, 48, 91, 18, 3, 12, 151, 42, 10, 7, 5, 1, 67, 7, 11, 1, 0.267, 0.324, 0.443, 0.766, 0.330, 86.4, 1.34
2010, SK, 28, 115, 450, 401, 74, 127, 19, 2, 10, 180, 72, 23, 9, 2, 0, 51, 5, 11, 3, 0.317, 0.369, 0.449, 0.818, 0.365, 115.3, 3.43
2011, SK, 29, 80, 310, 281, 37, 79, 14, 1, 8, 119, 33, 9, 4, 2, 1, 56, 3, 5, 2, 0.281, 0.331, 0.423, 0.755, 0.343, 105.0, 1.90
2012, SK, 30, 123, 474, 427, 49, 116, 20, 0, 5, 151, 31, 11, 10, 4, 0, 72, 7, 11, 3, 0.272, 0.322, 0.354, 0.675, 0.314, 92.6, 1.88
2013, SK, 31, 105, 397, 352, 39, 106, 22, 3, 10, 164, 55, 10, 6, 4, 2, 54, 10, 2, 3, 0.301, 0.370, 0.466, 0.836, 0.382, 127.0, 3.35
2014, SK, 32, 113, 483, 430, 86, 130, 29, 3, 16, 213, 82, 32, 5, 4, 0, 91, 12, 2, 4, 0.302, 0.368, 0.495, 0.863, 0.380, 117.3, 4.05
2015, SK, 33, 96, 328, 293, 43, 72, 17, 0, 4, 101, 31, 7, 4, 7, 0, 83, 6, 4, 1, 0.246, 0.315, 0.345, 0.660, 0.302, 72.9, 1.03
2016, SK, 34, 115, 422, 366, 59, 109, 21, 0, 10, 160, 47, 12, 5, 12, 2, 89, 5, 10, 2, 0.298, 0.371, 0.437, 0.809, 0.360, 100.7, 2.19
2017, SK, 35, 88, 203, 183, 31, 40, 5, 1, 5, 62, 18, 10, 4, 5, 0, 50, 3, 0, 0, 0.219, 0.296, 0.339, 0.634, 0.290, 61.2, 0.02
2018, SK, 36, 80, 267, 235, 40, 70, 14, 0, 14, 126, 46, 10, 6, 5, 0, 57, 1, 5, 0, 0.298, 0.370, 0.536, 0.906, 0.381, 119.1, 1.71
2019, SK, 37, 127, 460, 422, 54, 114, 14, 2, 8, 156, 50, 15, 8, 4, 3, 103, 2, 0, 3, 0.270, 0.324, 0.370, 0.694, 0.321, 90.9, 1.65
2020, SK, 38, 122, 327, 289, 39, 73, 11, 1, 12, 122, 45, 7, 5, 4, 2, 62, 10, 5, 2, 0.253, 0.323, 0.422, 0.745, 0.329, 88.0, 
2021, SSG, 39, 122, 260, 223, 43, 53, 12, 1, 8, 91, 27, 3, 3, 6, 1, 52, 3, 3, 3, 0.238, 0.327, 0.408, 0.735, 0.336, 95.1, 0.88
2022, SSG, 40, 32, 87, 78, 8, 23, 6, 0, 0, 29, 7, 1, 3, 1, 0, 12, 1, 0, 1, 0.295, 0.356, 0.372, 0.728, 0.343, 118.5, 0.44
