year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
1994, 태평양, 23, 84, 249, 210, 27, 48, 19, 1, 3, 78, 16, 3, 5, 4, 0, 36, 5, 5, 2, 0.229, 0.328, 0.371, 0.699, 0.321, 101.5, 0.80
1995, 태평양, 24, 83, 300, 267, 37, 68, 16, 4, 11, 125, 45, 5, 3, 3, 3, 44, 5, 1, 4, 0.255, 0.321, 0.468, 0.789, 0.349, 125.0, 1.78
1996, 현대, 25, 124, 442, 371, 45, 104, 18, 4, 12, 166, 47, 5, 6, 7, 19, 51, 4, 2, 2, 0.280, 0.389, 0.447, 0.836, 0.370, 137.4, 3.14
1997, 현대, 26, 121, 420, 341, 41, 106, 28, 3, 9, 167, 61, 3, 4, 6, 7, 39, 4, 4, 6, 0.311, 0.419, 0.490, 0.909, 0.400, 153.1, 3.80
1998, 현대, 27, 107, 412, 363, 39, 101, 26, 1, 10, 159, 45, 6, 9, 12, 0, 72, 5, 2, 4, 0.278, 0.351, 0.438, 0.789, 0.353, 121.5, 1.95
1999, 현대, 28, 109, 367, 307, 43, 81, 12, 2, 14, 139, 39, 2, 2, 12, 3, 52, 7, 1, 1, 0.264, 0.380, 0.453, 0.833, 0.368, 115.3, 1.66
2000, 현대, 29, 104, 325, 281, 49, 80, 14, 0, 15, 139, 50, 2, 3, 7, 3, 49, 9, 1, 1, 0.285, 0.377, 0.495, 0.871, 0.382, 128.2, 1.88
2001, 현대, 30, 124, 496, 430, 53, 129, 29, 1, 10, 190, 64, 4, 0, 9, 2, 47, 5, 6, 4, 0.300, 0.378, 0.442, 0.819, 0.370, 113.6, 2.32
2002, 현대, 31, 125, 480, 422, 63, 120, 18, 2, 19, 199, 76, 7, 2, 12, 2, 54, 11, 4, 2, 0.284, 0.361, 0.472, 0.833, 0.364, 124.8, 2.88
2003, 현대, 32, 133, 573, 511, 70, 150, 25, 0, 18, 229, 76, 4, 2, 4, 0, 69, 10, 7, 4, 0.294, 0.355, 0.448, 0.803, 0.358, 113.8, 2.54
2004, 현대, 33, 133, 549, 468, 60, 137, 29, 0, 9, 193, 85, 0, 3, 13, 6, 87, 17, 4, 6, 0.293, 0.382, 0.412, 0.794, 0.364, 116.5, 2.32
2005, 현대, 34, 105, 390, 330, 45, 83, 13, 0, 14, 138, 55, 1, 1, 9, 2, 50, 10, 3, 2, 0.252, 0.357, 0.418, 0.775, 0.353, 113.7, 1.26
2006, 현대, 35, 119, 449, 370, 44, 106, 12, 0, 7, 139, 43, 3, 6, 5, 3, 45, 11, 12, 3, 0.286, 0.389, 0.376, 0.765, 0.353, 123.8, 2.13
2007, 현대, 36, 95, 351, 299, 39, 90, 19, 1, 2, 117, 34, 2, 1, 2, 5, 33, 7, 7, 1, 0.301, 0.390, 0.391, 0.781, 0.359, 119.7, 1.74
2008, 히어로즈, 37, 109, 375, 333, 37, 90, 10, 0, 3, 109, 27, 1, 2, 2, 2, 38, 8, 0, 1, 0.270, 0.349, 0.327, 0.677, 0.326, 94.1, 0.60
2009, 히어로즈, 38, 114, 422, 362, 47, 107, 20, 3, 4, 145, 52, 8, 3, 2, 1, 44, 7, 4, 6, 0.296, 0.376, 0.401, 0.776, 0.353, 102.1, 1.36
2010, 넥센, 39, 124, 374, 328, 37, 90, 15, 0, 2, 111, 30, 5, 2, 3, 0, 37, 7, 5, 2, 0.274, 0.350, 0.338, 0.688, 0.323, 87.6, 0.46
2011, 넥센, 40, 88, 172, 146, 7, 37, 7, 0, 0, 44, 12, 1, 0, 1, 1, 18, 4, 6, 1, 0.253, 0.337, 0.301, 0.639, 0.299, 75.0, -0.07
