year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
2004, SK, 23, 24, 30, 28, 1, 5, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0.179, 0.233, 0.179, 0.412, 0.206, 6.9, -0.19
2007, SK, 26, 100, 229, 208, 26, 46, 12, 2, 4, 74, 25, 2, 1, 2, 2, 50, 5, 4, 0, 0.221, 0.280, 0.356, 0.636, 0.288, 69.4, -0.14
2008, SK, 27, 56, 138, 127, 15, 33, 4, 1, 3, 48, 20, 0, 0, 0, 1, 23, 3, 0, 0, 0.260, 0.319, 0.378, 0.697, 0.325, 92.9, 0.25
2009, SK, 28, 131, 511, 446, 70, 123, 27, 0, 25, 225, 76, 5, 4, 4, 4, 91, 8, 8, 2, 0.276, 0.354, 0.504, 0.858, 0.368, 112.4, 2.06
2010, SK, 29, 124, 505, 431, 76, 132, 19, 4, 18, 213, 76, 17, 5, 5, 8, 89, 7, 2, 4, 0.306, 0.398, 0.494, 0.892, 0.396, 136.6, 3.94
2011, SK, 30, 122, 507, 453, 54, 114, 21, 2, 13, 178, 53, 9, 3, 3, 5, 103, 9, 6, 3, 0.252, 0.317, 0.393, 0.710, 0.323, 91.6, 1.02
2012, SK, 31, 122, 472, 416, 61, 106, 18, 1, 12, 162, 59, 4, 6, 4, 2, 80, 7, 6, 3, 0.255, 0.328, 0.389, 0.718, 0.332, 105.8, 1.43
2013, SK, 32, 110, 434, 363, 56, 106, 20, 1, 18, 182, 70, 4, 4, 1, 5, 79, 5, 0, 6, 0.292, 0.394, 0.501, 0.895, 0.405, 142.6, 3.28
2014, SK, 33, 120, 499, 452, 81, 140, 33, 2, 27, 258, 109, 7, 9, 2, 2, 106, 6, 0, 4, 0.310, 0.367, 0.571, 0.938, 0.401, 130.7, 3.20
2015, SK, 34, 124, 494, 438, 66, 123, 23, 0, 21, 209, 70, 3, 3, 4, 1, 119, 9, 4, 2, 0.281, 0.353, 0.477, 0.830, 0.364, 113.0, 1.79
2016, SK, 35, 125, 468, 422, 59, 117, 17, 3, 18, 194, 59, 4, 0, 5, 0, 99, 7, 2, 4, 0.277, 0.337, 0.460, 0.797, 0.353, 95.5, 0.84
2017, SK, 36, 118, 345, 305, 37, 78, 14, 1, 16, 142, 51, 1, 1, 5, 0, 78, 4, 0, 5, 0.256, 0.328, 0.466, 0.793, 0.344, 96.3, 0.59
2018, SK, 37, 14, 31, 29, 4, 5, 0, 0, 2, 11, 6, 0, 0, 0, 0, 9, 0, 0, 0, 0.172, 0.226, 0.379, 0.605, 0.256, 33.8, -0.18
2019, SK, 38, 18, 37, 32, 5, 6, 1, 0, 1, 10, 5, 0, 0, 0, 0, 11, 0, 0, 0, 0.188, 0.297, 0.313, 0.610, 0.291, 69.5, -0.03
