year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
2007, KIA, 28, 52, 220, 199, 20, 67, 17, 0, 7, 105, 46, 3, 1, 0, 0, 37, 9, 0, 3, 0.337, 0.386, 0.528, 0.914, 0.416, 160.1, 2.09
2008, KIA, 29, 55, 207, 188, 17, 43, 2, 1, 6, 65, 22, 4, 3, 3, 2, 41, 4, 0, 1, 0.229, 0.295, 0.346, 0.640, 0.298, 75.0, -0.26
2009, KIA, 30, 131, 545, 435, 98, 134, 23, 0, 33, 256, 100, 2, 4, 7, 13, 108, 14, 0, 7, 0.308, 0.435, 0.589, 1.023, 0.437, 159.4, 5.13
2010, KIA, 31, 126, 532, 444, 78, 127, 22, 1, 21, 214, 84, 4, 3, 4, 7, 109, 17, 0, 3, 0.286, 0.399, 0.482, 0.881, 0.395, 135.9, 3.63
2011, KIA, 32, 70, 282, 242, 36, 68, 14, 1, 9, 111, 37, 1, 1, 0, 2, 61, 7, 0, 1, 0.281, 0.379, 0.459, 0.838, 0.386, 134.6, 1.89
2012, KIA, 33, 80, 301, 246, 31, 62, 17, 0, 7, 100, 42, 1, 1, 2, 5, 53, 9, 0, 3, 0.252, 0.379, 0.407, 0.785, 0.366, 129.7, 1.72
2013, KIA, 34, 78, 305, 252, 29, 65, 17, 1, 11, 117, 42, 1, 1, 7, 2, 72, 5, 0, 2, 0.258, 0.380, 0.464, 0.845, 0.388, 131.7, 1.91
2015, KIA, 36, 42, 149, 125, 18, 32, 3, 0, 6, 53, 20, 0, 0, 1, 0, 34, 2, 0, 1, 0.256, 0.369, 0.424, 0.793, 0.361, 105.8, -0.14
