year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
1983, 삼미, 27, 97, 404, 356, 44, 91, 11, 0, 15, 147, 35, 1, 5, 4, 3, 43, 4, 8, 1, 0.256, 0.328, 0.413, 0.741, 0.335, 112.4, 2.55
1984, 삼미, 28, 97, 420, 351, 41, 103, 14, 1, 12, 155, 46, 3, 2, 4, 3, 38, 7, 1, 2, 0.293, 0.403, 0.442, 0.845, 0.392, 151.3, 4.69
1985, 삼미/청보, 29, 110, 468, 387, 50, 101, 14, 0, 14, 157, 53, 2, 5, 7, 1, 30, 11, 3, 2, 0.261, 0.381, 0.406, 0.786, 0.369, 129.7, 3.87
1986, 청보, 30, 108, 443, 389, 48, 102, 15, 1, 13, 158, 42, 3, 1, 4, 0, 41, 5, 6, 4, 0.262, 0.334, 0.406, 0.740, 0.346, 122.6, 2.83
1987, 롯데, 31, 99, 397, 331, 44, 84, 14, 2, 9, 129, 42, 4, 2, 4, 3, 33, 8, 8, 1, 0.254, 0.363, 0.390, 0.752, 0.351, 116.1, 3.22
1988, 롯데, 32, 107, 393, 335, 38, 74, 9, 1, 12, 121, 52, 4, 1, 4, 3, 38, 4, 11, 3, 0.221, 0.309, 0.361, 0.670, 0.303, 83.3, 1.69
1989, 롯데, 33, 90, 335, 278, 25, 64, 12, 0, 5, 91, 29, 1, 3, 4, 0, 34, 11, 3, 3, 0.230, 0.346, 0.327, 0.674, 0.328, 100.2, 0.99
1990, 롯데, 34, 60, 176, 147, 18, 25, 4, 0, 4, 41, 17, 0, 1, 2, 0, 26, 3, 8, 0, 0.170, 0.274, 0.279, 0.553, 0.260, 52.2, -0.13
