year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
2013, NC, 24, 104, 458, 404, 55, 98, 18, 5, 14, 168, 64, 12, 2, 15, 3, 95, 7, 0, 6, 0.243, 0.319, 0.416, 0.735, 0.336, 96.2, 2.53
2014, NC, 25, 123, 536, 477, 88, 157, 28, 5, 30, 285, 101, 14, 5, 15, 2, 128, 4, 1, 1, 0.329, 0.400, 0.597, 0.998, 0.429, 146.2, 6.06
2015, NC, 26, 144, 622, 564, 112, 184, 34, 5, 28, 312, 135, 23, 4, 15, 1, 127, 9, 3, 8, 0.326, 0.373, 0.553, 0.926, 0.400, 136.1, 5.14
2016, NC, 27, 144, 653, 572, 116, 177, 37, 2, 22, 284, 113, 7, 4, 9, 2, 136, 4, 1, 4, 0.309, 0.388, 0.497, 0.885, 0.395, 125.9, 4.42
2017, NC, 28, 125, 561, 498, 103, 173, 42, 2, 24, 291, 99, 17, 7, 12, 10, 116, 8, 0, 3, 0.347, 0.415, 0.584, 1.000, 0.428, 154.3, 5.78
2018, NC, 29, 144, 620, 556, 110, 177, 36, 3, 23, 288, 91, 15, 2, 15, 4, 131, 11, 0, 5, 0.318, 0.381, 0.518, 0.899, 0.387, 126.6, 4.51
2019, NC, 30, 23, 106, 93, 19, 34, 12, 1, 4, 60, 14, 2, 1, 1, 0, 26, 2, 0, 0, 0.366, 0.443, 0.645, 1.089, 0.483, 198.8, 1.51
2020, NC, 31, 130, 584, 525, 115, 170, 37, 2, 34, 313, 112, 3, 1, 9, 2, 148, 6, 0, 1, 0.324, 0.390, 0.596, 0.987, 0.430, 153.5, 
2021, NC, 32, 144, 623, 570, 96, 160, 29, 1, 33, 290, 101, 1, 2, 11, 2, 155, 5, 0, 4, 0.281, 0.336, 0.509, 0.844, 0.380, 124.1, 3.91
2022, KIA, 33, 37, 165, 138, 23, 45, 11, 1, 5, 73, 20, 2, 0, 6, 0, 37, 3, 0, 2, 0.326, 0.424, 0.529, 0.953, 0.434, 185.9, 2.21
