year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
1987, 빙그레, 19, 94, 331, 281, 24, 76, 15, 0, 8, 115, 34, 1, 6, 9, 0, 62, 4, 11, 0, 0.270, 0.359, 0.409, 0.769, 0.355, 118.4, 2.45
1988, 빙그레, 20, 108, 406, 344, 53, 83, 20, 4, 12, 147, 57, 3, 1, 10, 0, 95, 1, 3, 6, 0.241, 0.338, 0.427, 0.765, 0.349, 114.9, 3.39
1989, 빙그레, 21, 112, 301, 256, 49, 65, 11, 0, 18, 130, 46, 6, 4, 7, 0, 55, 3, 2, 3, 0.254, 0.351, 0.508, 0.859, 0.394, 143.9, 3.40
1990, 빙그레, 22, 120, 496, 411, 73, 119, 15, 3, 28, 224, 91, 8, 7, 11, 5, 84, 3, 0, 5, 0.290, 0.401, 0.545, 0.946, 0.429, 165.1, 6.94
1991, 빙그레, 23, 126, 558, 464, 104, 160, 24, 4, 35, 297, 114, 21, 11, 15, 8, 88, 12, 0, 3, 0.345, 0.450, 0.640, 1.090, 0.482, 204.2, 8.79
1992, 빙그레, 24, 125, 556, 431, 106, 129, 28, 2, 41, 284, 119, 13, 5, 13, 15, 99, 5, 0, 6, 0.299, 0.446, 0.659, 1.105, 0.469, 188.2, 7.74
1993, 빙그레, 25, 97, 412, 339, 58, 100, 21, 0, 17, 172, 58, 12, 2, 9, 7, 68, 4, 0, 6, 0.295, 0.405, 0.507, 0.913, 0.417, 175.4, 4.97
1994, 한화, 26, 79, 283, 243, 33, 65, 11, 3, 10, 112, 34, 5, 1, 2, 5, 60, 1, 1, 1, 0.267, 0.365, 0.461, 0.826, 0.372, 136.8, 2.22
1995, 한화, 27, 126, 498, 420, 77, 137, 25, 4, 22, 236, 78, 8, 9, 6, 16, 63, 10, 0, 4, 0.326, 0.424, 0.562, 0.986, 0.431, 183.1, 6.14
1996, 한화, 28, 90, 340, 289, 50, 77, 18, 0, 15, 140, 57, 8, 4, 11, 6, 63, 2, 0, 3, 0.266, 0.368, 0.484, 0.852, 0.382, 146.3, 2.87
1997, 한화, 29, 121, 499, 427, 74, 125, 27, 1, 22, 220, 76, 15, 8, 4, 8, 76, 9, 0, 5, 0.293, 0.385, 0.515, 0.900, 0.396, 149.6, 4.44
1998, 한화, 30, 118, 489, 437, 60, 120, 17, 1, 17, 190, 66, 3, 5, 7, 5, 69, 13, 0, 4, 0.275, 0.344, 0.435, 0.778, 0.346, 116.0, 2.10
1999, 한화, 31, 126, 531, 465, 80, 132, 31, 2, 27, 248, 86, 4, 4, 8, 0, 93, 11, 0, 4, 0.284, 0.365, 0.533, 0.899, 0.386, 126.4, 3.13
2000, 한화, 32, 127, 512, 447, 66, 118, 19, 0, 28, 221, 81, 1, 3, 11, 5, 114, 15, 0, 2, 0.264, 0.354, 0.494, 0.848, 0.369, 118.6, 2.35
2001, 한화, 33, 120, 421, 366, 55, 100, 16, 0, 15, 161, 54, 11, 4, 4, 4, 87, 7, 2, 4, 0.273, 0.356, 0.440, 0.796, 0.356, 104.3, 1.47
2002, 한화, 34, 101, 331, 302, 38, 75, 15, 0, 12, 126, 42, 2, 2, 2, 1, 88, 1, 1, 2, 0.248, 0.306, 0.417, 0.723, 0.318, 92.7, 0.31
2003, 한화, 35, 83, 234, 206, 21, 50, 8, 1, 6, 78, 24, 1, 3, 2, 1, 56, 5, 4, 1, 0.243, 0.317, 0.379, 0.696, 0.311, 81.7, -0.17
2004, 한화, 36, 70, 165, 153, 21, 39, 10, 0, 6, 67, 27, 0, 1, 0, 0, 31, 4, 2, 0, 0.255, 0.301, 0.438, 0.739, 0.329, 93.2, 0.27
2005, 한화, 37, 7, 11, 11, 1, 1, 0, 0, 1, 4, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0.091, 0.091, 0.364, 0.455, 0.187, 3.1, -0.10
