year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
1999, 롯데, 34, 132, 553, 462, 93, 151, 29, 3, 36, 294, 122, 12, 3, 5, 7, 119, 8, 0, 7, 0.327, 0.425, 0.636, 1.061, 0.443, 164.4, 6.64
2001, 롯데, 36, 117, 499, 367, 90, 123, 20, 2, 36, 255, 102, 7, 4, 1, 28, 72, 4, 0, 4, 0.335, 0.503, 0.695, 1.198, 0.498, 199.3, 7.89
2006, 롯데, 41, 122, 504, 415, 59, 115, 21, 0, 22, 202, 78, 3, 2, 2, 5, 83, 13, 0, 3, 0.277, 0.399, 0.487, 0.886, 0.405, 163.0, 4.47
2007, 롯데, 42, 23, 100, 86, 5, 22, 4, 0, 1, 29, 12, 0, 0, 0, 3, 12, 3, 0, 0, 0.256, 0.360, 0.337, 0.697, 0.325, 96.5, 0.10
