year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
2003, LG, 20, 47, 58, 53, 12, 13, 2, 2, 0, 19, 4, 7, 3, 0, 0, 12, 0, 3, 0, 0.245, 0.273, 0.358, 0.631, 0.269, 50.9, -0.01
2004, LG, 21, 13, 12, 11, 1, 1, 0, 0, 0, 1, 0, 2, 1, 0, 0, 4, 0, 1, 0, 0.091, 0.091, 0.091, 0.182, 0.079, -82.3, -0.20
2005, LG, 22, 107, 142, 127, 40, 34, 4, 1, 0, 40, 5, 37, 9, 1, 0, 35, 2, 3, 0, 0.268, 0.331, 0.315, 0.646, 0.302, 78.5, 0.84
2006, LG, 23, 87, 169, 155, 23, 40, 3, 0, 0, 43, 4, 15, 8, 0, 0, 35, 1, 9, 0, 0.258, 0.281, 0.277, 0.559, 0.253, 51.0, -0.01
2007, LG, 24, 125, 509, 451, 68, 139, 13, 1, 1, 157, 31, 53, 20, 5, 1, 54, 3, 13, 2, 0.308, 0.367, 0.348, 0.715, 0.334, 102.4, 3.35
2008, LG, 25, 126, 574, 523, 71, 138, 5, 2, 0, 147, 33, 63, 15, 2, 1, 80, 3, 9, 1, 0.264, 0.317, 0.281, 0.598, 0.287, 66.9, 1.71
2009, LG, 26, 133, 597, 521, 92, 146, 10, 2, 2, 166, 41, 64, 18, 0, 1, 77, 8, 22, 4, 0.280, 0.341, 0.319, 0.660, 0.301, 66.3, 1.37
2010, LG, 27, 130, 568, 494, 73, 129, 14, 2, 1, 150, 43, 66, 21, 2, 0, 76, 3, 13, 1, 0.261, 0.341, 0.304, 0.644, 0.305, 75.0, 1.91
2011, LG, 28, 104, 398, 354, 56, 88, 11, 5, 1, 112, 24, 34, 17, 2, 0, 78, 0, 11, 1, 0.249, 0.310, 0.316, 0.627, 0.292, 70.3, 0.95
2012, LG, 29, 101, 291, 258, 32, 46, 4, 4, 1, 61, 19, 25, 3, 1, 2, 53, 5, 6, 1, 0.178, 0.253, 0.236, 0.489, 0.232, 35.2, -0.10
2013, LG, 30, 102, 204, 177, 36, 42, 5, 1, 1, 52, 10, 13, 9, 1, 0, 45, 1, 5, 2, 0.237, 0.312, 0.294, 0.605, 0.287, 62.0, 0.12
2014, KIA, 31, 126, 505, 461, 75, 149, 15, 9, 1, 185, 40, 22, 15, 2, 2, 57, 5, 5, 2, 0.323, 0.372, 0.401, 0.773, 0.353, 95.5, 2.34
2015, kt, 32, 140, 616, 546, 86, 165, 23, 3, 0, 194, 37, 44, 14, 6, 0, 92, 5, 10, 1, 0.302, 0.370, 0.355, 0.725, 0.337, 88.9, 2.18
2016, kt, 33, 143, 654, 600, 89, 192, 14, 3, 1, 215, 42, 37, 20, 2, 0, 90, 6, 7, 1, 0.320, 0.368, 0.358, 0.726, 0.341, 86.9, 1.75
2017, kt, 34, 100, 366, 337, 51, 90, 8, 3, 0, 104, 24, 23, 4, 0, 1, 54, 8, 4, 1, 0.267, 0.315, 0.309, 0.624, 0.287, 57.3, -0.13
2018, KT, 35, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.000, 0.000, 0.000, 0.000, 0.000, , 0.00
2019, KT, 36, 18, 19, 14, 2, 2, 1, 0, 0, 3, 4, 0, 0, 0, 0, 5, 0, 0, 1, 0.143, 0.316, 0.214, 0.530, 0.271, 58.1, -0.07
