year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
1991, 롯데, 18, 16, 16, 15, 0, 2, 0, 0, 0, 2, 1, 0, 0, 0, 0, 4, 0, 1, 0, 0.133, 0.133, 0.133, 0.267, 0.119, -39.6, -0.17
1992, 롯데, 19, 82, 100, 96, 11, 17, 2, 1, 0, 21, 3, 0, 1, 1, 0, 18, 1, 1, 0, 0.177, 0.202, 0.219, 0.421, 0.197, 7.7, -0.53
1993, 롯데, 20, 104, 286, 253, 30, 66, 5, 4, 3, 88, 22, 2, 2, 3, 0, 33, 1, 8, 2, 0.261, 0.320, 0.348, 0.668, 0.309, 97.9, 1.49
1994, 롯데, 21, 98, 283, 248, 27, 61, 9, 3, 3, 85, 30, 7, 4, 5, 0, 35, 7, 6, 4, 0.246, 0.311, 0.343, 0.653, 0.300, 87.0, 1.35
1995, 롯데, 22, 122, 383, 325, 37, 70, 14, 4, 1, 95, 32, 5, 3, 5, 0, 53, 3, 12, 5, 0.215, 0.299, 0.292, 0.592, 0.271, 71.7, 1.12
1996, 롯데, 23, 115, 350, 302, 33, 73, 11, 3, 4, 102, 31, 6, 6, 4, 2, 41, 3, 14, 3, 0.242, 0.310, 0.338, 0.647, 0.290, 81.0, 1.33
1997, 롯데, 24, 114, 316, 289, 21, 67, 16, 1, 2, 91, 21, 11, 8, 3, 1, 48, 6, 7, 1, 0.232, 0.278, 0.315, 0.593, 0.268, 62.2, 0.42
1998, 롯데, 25, 120, 367, 323, 36, 77, 16, 2, 5, 112, 43, 13, 10, 9, 2, 51, 7, 7, 4, 0.238, 0.306, 0.347, 0.652, 0.291, 78.2, 1.20
1999, 롯데, 26, 130, 447, 389, 54, 106, 20, 1, 6, 146, 53, 18, 6, 10, 0, 46, 9, 17, 6, 0.272, 0.328, 0.375, 0.703, 0.306, 74.3, 1.48
2000, 롯데, 27, 133, 437, 382, 47, 95, 10, 3, 3, 120, 33, 14, 9, 6, 2, 50, 8, 11, 2, 0.249, 0.322, 0.314, 0.636, 0.289, 65.7, 0.84
2001, 롯데, 28, 105, 374, 335, 48, 101, 14, 1, 2, 123, 37, 6, 6, 5, 0, 28, 5, 8, 3, 0.301, 0.353, 0.367, 0.720, 0.331, 87.5, 1.63
2002, SK, 29, 131, 548, 488, 51, 126, 21, 3, 12, 189, 50, 15, 10, 11, 0, 45, 13, 19, 4, 0.258, 0.308, 0.387, 0.695, 0.300, 80.2, 2.00
2003, SK, 30, 129, 452, 369, 43, 78, 16, 1, 4, 108, 36, 14, 7, 4, 0, 42, 13, 30, 5, 0.211, 0.299, 0.293, 0.591, 0.261, 45.1, -0.17
2004, SK, 31, 129, 489, 435, 57, 113, 13, 1, 4, 140, 40, 11, 3, 4, 0, 42, 11, 22, 5, 0.260, 0.300, 0.322, 0.622, 0.279, 57.7, 0.71
2005, SK, 32, 125, 508, 440, 58, 122, 19, 0, 2, 147, 37, 20, 5, 9, 0, 48, 14, 16, 4, 0.277, 0.346, 0.334, 0.680, 0.313, 86.1, 2.48
2006, 한화, 33, 121, 428, 375, 41, 79, 17, 0, 5, 111, 27, 11, 3, 4, 0, 54, 18, 17, 1, 0.211, 0.277, 0.296, 0.573, 0.264, 61.3, 0.77
2007, 한화, 34, 118, 451, 395, 43, 108, 17, 0, 6, 143, 47, 7, 3, 6, 0, 36, 9, 20, 1, 0.273, 0.332, 0.362, 0.694, 0.314, 89.0, 2.17
2008, 한화, 35, 114, 397, 357, 26, 86, 13, 0, 5, 114, 35, 13, 3, 2, 1, 37, 6, 7, 1, 0.241, 0.303, 0.319, 0.622, 0.291, 71.2, 1.21
2009, 한화, 36, 105, 308, 272, 33, 56, 11, 1, 4, 81, 29, 1, 1, 6, 0, 28, 11, 6, 2, 0.206, 0.278, 0.298, 0.576, 0.264, 43.2, -0.56
