year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
1989, MBC, 24, 102, 422, 352, 54, 101, 18, 6, 1, 134, 56, 13, 10, 1, 0, 14, 14, 8, 8, 0.287, 0.374, 0.381, 0.755, 0.355, 118.9, 2.50
1990, LG, 25, 105, 380, 327, 47, 109, 11, 6, 5, 147, 51, 8, 12, 2, 6, 25, 9, 3, 7, 0.333, 0.403, 0.450, 0.853, 0.392, 142.0, 3.09
1991, LG, 26, 115, 476, 417, 45, 132, 22, 8, 3, 179, 58, 12, 11, 4, 5, 28, 5, 2, 5, 0.317, 0.388, 0.429, 0.817, 0.376, 133.0, 4.42
1992, LG, 27, 109, 465, 405, 52, 110, 21, 2, 6, 153, 50, 6, 5, 3, 4, 51, 11, 4, 3, 0.272, 0.354, 0.378, 0.731, 0.336, 99.4, 1.59
1993, LG, 28, 73, 267, 234, 27, 57, 5, 8, 2, 84, 20, 4, 6, 4, 0, 26, 8, 5, 2, 0.244, 0.317, 0.359, 0.676, 0.314, 101.4, 0.90
1994, LG, 29, 107, 393, 340, 53, 95, 13, 6, 10, 150, 59, 7, 5, 4, 2, 24, 12, 1, 7, 0.279, 0.357, 0.441, 0.798, 0.363, 131.8, 2.97
1995, LG, 30, 99, 333, 293, 38, 74, 14, 0, 9, 115, 41, 4, 4, 4, 2, 26, 10, 7, 6, 0.253, 0.310, 0.392, 0.702, 0.311, 98.9, 1.02
1996, LG, 31, 105, 351, 305, 37, 74, 11, 2, 5, 104, 28, 5, 3, 2, 1, 47, 5, 7, 0, 0.243, 0.329, 0.341, 0.670, 0.310, 94.7, 1.69
1997, LG, 32, 69, 136, 115, 15, 26, 6, 0, 2, 38, 17, 0, 2, 1, 1, 17, 3, 6, 1, 0.226, 0.308, 0.330, 0.638, 0.282, 70.1, -0.10
