year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
1990, LG, 22, 110, 416, 352, 46, 102, 20, 1, 13, 163, 62, 15, 10, 10, 1, 40, 6, 2, 7, 0.290, 0.379, 0.463, 0.842, 0.390, 140.6, 4.89
1991, LG, 23, 90, 294, 255, 29, 50, 8, 3, 5, 79, 24, 5, 6, 8, 0, 38, 4, 2, 3, 0.196, 0.288, 0.310, 0.598, 0.283, 68.0, 0.86
1992, LG, 24, 121, 433, 381, 47, 98, 15, 4, 20, 181, 69, 3, 2, 5, 4, 45, 10, 1, 1, 0.257, 0.343, 0.475, 0.818, 0.363, 118.4, 4.00
1993, LG, 25, 115, 427, 372, 47, 102, 16, 3, 16, 172, 56, 7, 0, 6, 3, 40, 11, 3, 5, 0.274, 0.351, 0.462, 0.814, 0.373, 146.5, 5.48
1994, LG, 26, 95, 369, 316, 45, 91, 20, 3, 6, 135, 42, 4, 4, 5, 3, 39, 6, 4, 1, 0.288, 0.381, 0.427, 0.808, 0.370, 136.6, 4.16
1995, LG, 27, 108, 393, 334, 40, 87, 15, 2, 10, 136, 35, 4, 0, 4, 3, 45, 8, 11, 4, 0.260, 0.343, 0.407, 0.750, 0.332, 114.0, 3.47
1996, LG, 28, 108, 385, 330, 43, 81, 11, 0, 12, 128, 50, 0, 4, 10, 1, 36, 9, 9, 3, 0.245, 0.330, 0.388, 0.718, 0.326, 106.2, 2.73
1997, LG, 29, 121, 472, 394, 54, 93, 26, 0, 17, 170, 66, 2, 2, 9, 4, 70, 6, 7, 8, 0.236, 0.336, 0.431, 0.767, 0.337, 109.9, 3.77
1998, LG, 30, 118, 471, 408, 67, 116, 28, 2, 20, 208, 66, 2, 3, 9, 2, 71, 8, 4, 6, 0.284, 0.362, 0.510, 0.872, 0.378, 140.5, 5.50
1999, LG, 31, 104, 389, 334, 55, 96, 22, 1, 16, 168, 65, 1, 3, 10, 2, 46, 7, 3, 3, 0.287, 0.376, 0.503, 0.879, 0.378, 122.8, 3.67
2000, 삼성, 32, 90, 238, 200, 23, 41, 9, 1, 11, 85, 30, 0, 2, 4, 2, 43, 7, 0, 3, 0.205, 0.319, 0.425, 0.744, 0.327, 90.8, 1.27
2001, 삼성, 33, 89, 217, 181, 18, 50, 11, 0, 5, 76, 30, 0, 0, 4, 0, 23, 5, 6, 4, 0.276, 0.360, 0.420, 0.780, 0.347, 98.7, 1.41
2002, SK, 34, 95, 299, 251, 28, 61, 10, 2, 11, 108, 32, 1, 1, 9, 1, 51, 4, 14, 3, 0.243, 0.323, 0.430, 0.753, 0.316, 91.3, 1.76
2003, 현대, 35, 117, 441, 367, 48, 113, 15, 1, 16, 178, 68, 3, 4, 8, 5, 57, 10, 15, 6, 0.308, 0.390, 0.485, 0.875, 0.375, 125.6, 4.27
2004, 현대, 36, 113, 381, 311, 38, 78, 13, 1, 2, 99, 31, 2, 2, 13, 0, 42, 10, 21, 4, 0.251, 0.342, 0.318, 0.660, 0.300, 73.5, 1.37
2005, 현대, 37, 96, 318, 274, 24, 60, 4, 2, 10, 98, 30, 2, 1, 5, 0, 56, 2, 18, 1, 0.219, 0.283, 0.358, 0.641, 0.279, 63.5, 0.83
2006, 현대, 38, 115, 391, 333, 38, 93, 12, 0, 5, 120, 40, 3, 1, 8, 3, 39, 10, 17, 4, 0.279, 0.348, 0.360, 0.708, 0.318, 99.1, 2.60
2007, 현대, 39, 111, 356, 306, 22, 85, 18, 0, 4, 115, 39, 2, 4, 1, 2, 19, 6, 16, 7, 0.278, 0.329, 0.376, 0.705, 0.312, 87.5, 1.73
2008, 히어로즈, 40, 94, 180, 159, 15, 38, 7, 2, 1, 52, 23, 0, 0, 1, 0, 15, 4, 3, 2, 0.239, 0.305, 0.327, 0.632, 0.296, 73.9, 0.69
2009, 히어로즈, 41, 29, 70, 57, 14, 21, 6, 0, 2, 33, 13, 0, 0, 1, 0, 6, 0, 2, 1, 0.368, 0.456, 0.579, 1.035, 0.443, 162.5, 1.01
