year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
2008, KIA, 19, 112, 322, 278, 39, 71, 2, 2, 0, 77, 24, 5, 9, 2, 0, 40, 8, 10, 2, 0.255, 0.330, 0.277, 0.607, 0.290, 69.1, 0.53
2009, KIA, 20, 72, 129, 116, 29, 34, 9, 1, 0, 45, 6, 8, 2, 1, 0, 13, 2, 2, 0, 0.293, 0.354, 0.388, 0.742, 0.338, 91.6, 0.78
