year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
1989, OB, 23, 96, 307, 257, 27, 65, 11, 2, 5, 95, 31, 1, 4, 1, 0, 47, 3, 7, 1, 0.253, 0.357, 0.370, 0.726, 0.343, 110.7, 2.14
1990, OB, 24, 91, 284, 239, 14, 45, 8, 0, 3, 62, 30, 2, 2, 1, 0, 40, 7, 4, 7, 0.188, 0.282, 0.259, 0.542, 0.263, 52.8, 0.04
1991, OB, 25, 46, 117, 97, 9, 19, 8, 0, 1, 30, 10, 1, 1, 0, 1, 23, 0, 4, 2, 0.196, 0.292, 0.309, 0.601, 0.273, 60.7, 0.15
1992, OB, 26, 96, 288, 253, 26, 64, 12, 1, 4, 90, 22, 2, 2, 2, 0, 33, 7, 8, 0, 0.253, 0.325, 0.356, 0.681, 0.311, 81.5, 0.82
1993, OB, 27, 119, 494, 417, 52, 118, 20, 8, 4, 166, 56, 6, 3, 3, 0, 43, 9, 17, 3, 0.283, 0.367, 0.398, 0.765, 0.349, 128.5, 2.75
1994, OB, 28, 71, 271, 240, 20, 55, 9, 1, 2, 72, 28, 2, 4, 1, 0, 28, 8, 2, 1, 0.229, 0.309, 0.300, 0.609, 0.290, 78.9, 0.58
1995, OB, 29, 111, 431, 383, 46, 111, 11, 1, 9, 151, 32, 1, 4, 4, 1, 55, 9, 5, 2, 0.290, 0.357, 0.394, 0.751, 0.344, 122.4, 3.16
1996, OB, 30, 103, 392, 342, 31, 96, 13, 0, 4, 121, 24, 0, 6, 1, 2, 55, 12, 6, 0, 0.281, 0.363, 0.354, 0.717, 0.333, 111.9, 2.24
1997, OB, 31, 90, 288, 257, 26, 71, 6, 2, 8, 105, 35, 3, 0, 0, 1, 32, 5, 3, 2, 0.276, 0.340, 0.409, 0.749, 0.337, 109.6, 1.96
1998, 현대, 32, 106, 371, 327, 48, 103, 13, 3, 11, 155, 46, 5, 6, 1, 0, 62, 6, 4, 4, 0.315, 0.379, 0.474, 0.853, 0.376, 138.1, 3.59
1999, 현대, 33, 114, 400, 333, 39, 99, 13, 1, 5, 129, 51, 3, 2, 1, 1, 40, 9, 22, 4, 0.297, 0.370, 0.387, 0.758, 0.326, 87.7, 1.46
2000, 현대, 34, 85, 236, 206, 26, 69, 10, 2, 4, 95, 39, 1, 3, 2, 1, 24, 7, 3, 3, 0.335, 0.399, 0.461, 0.860, 0.382, 128.1, 1.94
2001, 현대, 35, 91, 190, 153, 19, 38, 6, 0, 1, 47, 19, 1, 2, 0, 0, 20, 8, 7, 1, 0.248, 0.366, 0.307, 0.673, 0.318, 78.8, 0.39
