,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0, 롯데,19,0,0,0,0,1,0,0,6.1,2,1,24,3,0,0,1,0,0,4,0,1,1.42,2.61,0.63,295.3,159.7
1,1, KIA,20,0,0,4,1,2,0,0,32.1,27,26,167,41,3,3,31,0,2,19,0,1,7.24,6.65,2.23,66.3,72.1
2,2, KIA,21,0,0,8,1,4,0,0,45.2,43,40,229,57,0,8,36,0,3,27,0,1,7.88,6.99,2.04,56.4,63.4
3,3, KIA,22,0,0,0,0,0,0,0,2.0,1,1,9,3,0,0,1,0,0,1,0,0,4.5,3.75,2.0,81.7,99.5
