,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0, 롯데,19,0,0,16,4,11,0,0,97.0,61,59,443,117,1,10,38,0,11,60,1,1,5.47,5.02,1.6,76.7,83.3
1,1, 롯데,20,0,0,20,7,6,0,0,107.2,71,62,480,130,0,16,31,1,5,60,0,3,5.18,5.35,1.5,93.9,89.7
2,2, 롯데,21,0,0,8,1,3,0,3,54.0,46,44,257,72,2,5,29,3,2,37,0,1,7.33,4.72,1.87,62.0,94.4
3,3, 롯데,22,0,0,0,1,0,0,0,13.1,5,5,53,11,1,0,2,0,1,9,0,0,3.38,2.58,0.98,111.6,144.3
