,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0, 한화,20,25,52,50,7,11,4,0,0,15,2,0,0,2,0,22,0,0,0,0.22,0.25,0.3,0.55,0.255,43.6,-0.07
1,1, 한화,21,52,145,127,15,25,6,2,5,50,18,3,2,2,0,57,4,1,2,0.19699999999999998,0.278,0.39399999999999996,0.672,0.305,77.6,0.05
