,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0, SK,29,0,0,0,5,3,36,3,59.0,13,13,245,47,0,1,26,2,1,64,1,0,1.98,2.72,1.24,213.9,154.8
1,1, SK,30,0,0,0,1,1,4,0,13.0,13,11,66,19,0,2,8,0,0,10,0,1,7.62,5.86,2.08,63.5,83.2
2,2, SSG,31,0,0,0,1,0,0,2,18.0,8,8,88,16,1,1,16,2,3,8,0,2,4.0,6.0,1.78,112.2,75.2
