,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0, 롯데,22,43,41,36,12,8,2,1,0,12,4,4,2,0,0,12,0,0,0,0.222,0.317,0.33299999999999996,0.65,0.312,78.4,0.13
1,1, 롯데,23,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-120.4,-0.18
