,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0, 삼성,19,0,0,20,4,8,0,2,112.0,65,60,493,119,3,12,39,0,5,68,2,6,4.82,4.76,1.41,89.8,89.8
1,1, 삼성,20,0,0,26,6,10,0,0,140.0,84,76,626,162,1,19,56,2,5,78,0,6,4.89,5.47,1.56,100.3,89.4
2,2, 삼성,21,0,0,26,14,7,0,0,158.2,59,54,655,147,1,11,51,1,5,129,1,5,3.06,3.65,1.25,147.4,123.4
3,3, 삼성,22,0,0,6,3,1,0,0,38.0,13,11,161,40,0,2,11,0,0,30,0,2,2.61,3.23,1.34,145.1,116.9
