,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0, 넥센,19,5,7,7,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.28600000000000003,0.131,-43.5,-0.16
1,1, 키움,20,2,8,6,1,1,1,0,0,2,1,0,0,0,0,3,0,0,0,0.16699999999999998,0.375,0.33299999999999996,0.708,0.345,107.0,0.03
2,2, 키움,22,52,132,114,16,18,6,1,1,29,8,0,1,2,0,28,2,3,1,0.158,0.248,0.254,0.502,0.24,32.5,-0.75
3,3, 키움,23,6,4,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.25,0.0,0.25,0.177,5.4,-0.04
