,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0, KIA,19,0,0,0,5,3,1,11,37.2,15,14,169,40,1,2,24,2,2,32,0,7,3.35,4.46,1.7,143.3,107.4
1,1, KIA,20,0,0,0,5,4,34,0,65.1,18,16,272,49,0,5,28,1,4,49,0,1,2.2,4.25,1.18,201.8,104.7
2,2, KIA,21,0,0,0,2,2,10,0,14.2,7,7,66,16,1,0,3,1,0,16,0,0,4.3,1.48,1.3,85.6,249.1
