,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0, 삼성,19,0,0,0,0,0,0,0,1.1,8,8,16,8,0,1,4,0,0,3,0,0,54.0,17.81,9.0,9.1,27.9
1,1, 삼성,21,0,0,5,1,0,0,0,28.1,11,9,117,30,0,2,5,0,0,25,1,0,2.86,2.94,1.24,132.2,129.6
