,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0, NC,18,10,12,11,0,2,0,0,0,2,0,0,1,0,0,4,0,0,0,0.182,0.25,0.182,0.43200000000000005,0.214,12.7,-0.13
1,1, NC,19,3,8,8,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0.125,0.125,0.125,0.25,0.11800000000000001,-47.9,-0.13
2,2, NC,22,36,111,100,6,19,5,0,1,27,10,0,3,1,0,28,1,0,1,0.19,0.261,0.27,0.531,0.254,56.8,-0.5
