,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0, KT,19,0,0,24,13,6,0,0,133.0,63,57,572,141,0,6,45,0,6,92,0,2,3.86,3.91,1.4,124.4,122.1
1,1, KT,20,0,0,24,7,7,0,0,119.0,67,55,521,123,0,6,51,1,4,85,0,5,4.16,3.92,1.46,108.0,113.3
2,2, KT,21,0,0,7,4,2,0,0,45.2,17,16,185,38,3,2,10,0,2,33,0,1,3.15,3.17,1.05,116.9,116.6
