,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0, 키움,23,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-127.2,-0.0
1,1, 키움,24,39,50,43,8,10,3,0,1,16,6,0,1,2,0,10,0,1,0,0.233,0.327,0.37200000000000005,0.6990000000000001,0.319,85.7,0.19
2,2, 키움,25,36,70,50,5,9,3,0,0,12,5,1,0,13,0,15,0,3,0,0.18,0.38799999999999996,0.24,0.628,0.324,86.2,0.3
3,3, 키움,26,34,110,93,12,18,6,1,1,29,5,1,0,13,0,28,1,0,1,0.19399999999999998,0.309,0.312,0.621,0.301,87.4,0.43
