,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0, KT,19,138,585,527,108,153,32,2,29,276,84,3,5,3,0,124,4,0,3,0.29,0.35600000000000004,0.524,0.879,0.375,115.3,2.1
1,1, KT,20,117,505,438,72,147,29,1,13,217,65,9,5,2,4,87,11,0,4,0.336,0.41600000000000004,0.495,0.9109999999999999,0.415,156.0,4.69
2,2, KT,21,129,574,500,95,165,36,1,23,272,89,7,2,5,9,93,7,0,3,0.33,0.41100000000000003,0.544,0.955,0.42100000000000004,149.3,4.75
3,3, KT,22,142,627,516,76,179,40,1,16,269,102,10,5,0,10,85,7,0,8,0.34700000000000003,0.45,0.521,0.971,0.44299999999999995,165.5,6.35
