,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0, KIA,27,0,0,1,1,1,0,0,16.1,22,22,85,23,1,3,15,0,0,11,0,2,12.12,7.2,2.33,34.8,58.1
1,1, KIA,28,0,0,1,0,0,0,0,28.2,26,25,144,41,0,4,24,0,3,13,0,3,7.85,7.29,2.27,61.1,65.6
