,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0, 삼성,26,3,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,-126.4,-0.05
1,1, 삼성,27,2,3,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.667,0.315,101.5,0.01
