,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0, LG,20,0,0,3,0,0,0,0,18.1,9,8,82,13,1,1,12,0,1,14,0,0,3.93,4.87,1.36,118.0,96.2
1,1, 두산,21,0,0,0,0,1,0,0,2.2,3,3,13,3,0,0,3,0,0,2,0,0,10.13,5.21,2.25,42.6,85.1
