,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0, NC,20,0,0,0,0,0,0,0,3.1,2,2,17,7,0,0,0,0,1,1,0,0,5.4,3.7,2.1,78.5,113.4
1,1, NC,21,0,0,0,0,0,0,0,13.1,12,11,64,17,0,4,7,0,0,9,0,0,7.43,7.68,1.8,65.7,63.6
2,2, NC,22,0,0,2,1,0,0,0,40.0,26,22,187,51,0,3,17,0,4,23,0,3,4.95,4.73,1.7,91.7,95.1
