,Unnamed: 0,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0,0, 해태,19,108,416,366,49,107,19,1,7,149,39,5,6,8,0,51,8,12,4,0.292,0.349,0.407,0.7559999999999999,0.33,90.6,1.55
1,1,1, 해태,20,119,499,457,50,119,21,3,1,149,37,10,4,3,0,55,7,12,2,0.26,0.302,0.326,0.628,0.28300000000000003,61.5,-1.23
2,2,2, 해태/KIA,21,49,179,161,17,45,7,1,4,66,18,6,4,1,0,18,5,4,1,0.28,0.331,0.41,0.741,0.331,87.8,0.64
3,3,3, KIA,22,114,385,340,65,106,19,3,9,158,39,16,4,9,2,42,9,5,3,0.312,0.376,0.465,0.841,0.368,127.3,3.63
4,4,4, 현대,23,91,379,338,55,116,17,0,13,172,51,9,4,8,1,40,20,9,1,0.343,0.397,0.509,0.906,0.397,140.9,3.85
5,5,5, 현대,24,118,540,470,66,125,23,0,8,172,59,1,3,7,3,60,11,8,1,0.266,0.35,0.366,0.716,0.331,94.1,2.3
6,6,6, 현대,25,126,523,458,61,122,20,1,17,195,72,7,3,7,0,67,14,9,0,0.266,0.34600000000000003,0.426,0.772,0.349,110.8,3.42
7,7,7, 현대,26,122,492,416,56,121,26,0,13,186,66,3,4,7,4,43,15,12,8,0.29100000000000004,0.369,0.447,0.816,0.365,132.7,4.2
8,8,8, 현대,27,122,503,445,59,129,29,1,16,208,76,1,2,8,5,66,9,7,3,0.29,0.35700000000000004,0.467,0.8240000000000001,0.371,128.0,4.15
9,9,9, 히어로즈,28,109,399,355,43,96,21,2,3,130,34,8,4,5,1,41,13,2,1,0.27,0.345,0.366,0.711,0.336,100.8,2.14
10,10,10, LG,29,121,494,419,62,126,19,2,10,179,70,5,0,4,2,46,10,8,4,0.301,0.389,0.4270000000000001,0.816,0.3670000000000001,111.2,3.39
11,11,11, LG,30,111,418,365,52,96,20,1,4,130,38,3,1,4,1,58,14,6,2,0.263,0.342,0.35600000000000004,0.698,0.32299999999999995,87.6,1.55
12,12,12, LG,31,127,494,422,61,123,18,1,10,173,57,9,2,5,1,69,16,11,7,0.29100000000000004,0.3670000000000001,0.41,0.7759999999999999,0.355,113.6,3.51
13,13,13, LG,32,107,438,365,50,113,27,3,12,182,53,3,3,1,2,62,13,2,5,0.31,0.411,0.499,0.909,0.416,164.8,5.5
14,14,14, LG,33,121,477,407,64,127,22,1,9,178,62,13,6,7,0,58,12,0,4,0.312,0.405,0.4370000000000001,0.8420000000000001,0.396,137.7,4.66
15,15,15, LG,34,112,455,383,71,126,25,1,13,192,59,10,2,7,2,56,13,2,4,0.329,0.424,0.501,0.925,0.413,144.4,3.96
16,16,16, LG,35,117,440,363,47,103,16,1,9,148,45,9,4,13,5,65,9,6,4,0.284,0.392,0.408,0.799,0.361,113.0,1.68
17,17,17, LG,36,126,418,370,58,119,22,1,6,161,64,8,4,5,1,59,9,5,5,0.322,0.38,0.435,0.815,0.369,107.7,1.37
18,18,18, LG,37,115,321,276,32,86,14,0,6,118,30,4,3,6,2,49,4,1,2,0.312,0.4,0.428,0.828,0.375,121.2,1.55
19,19,19, KIA,38,88,205,183,22,54,11,0,4,77,28,0,1,5,1,49,5,0,1,0.295,0.366,0.421,0.787,0.35100000000000003,102.7,0.7
