,Unnamed: 0,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0,0, 삼성,25,31,84,77,6,17,5,0,1,25,10,0,0,1,1,17,0,1,0,0.221,0.277,0.325,0.602,0.276,61.7, -0.16
1,1,1, 삼성,26,68,270,248,32,66,12,1,10,110,42,1,1,2,2,55,6,0,1,0.266,0.322,0.444,0.7659999999999999,0.35,109.9, 1.02
2,2,2, 삼성,27,118,425,368,58,108,26,2,17,189,72,0,0,5,4,90,4,1,2,0.293,0.382,0.514,0.8959999999999999,0.392,127.6, 2.57
3,3,3, 삼성,28,102,396,356,48,104,13,0,14,159,54,0,3,2,3,94,6,2,3,0.292,0.353,0.447,0.799,0.359,111.1, 1.43
4,4,4, 삼성,29,53,218,182,25,40,7,1,5,64,28,1,0,1,0,59,1,0,2,0.22,0.339,0.35200000000000004,0.691,0.331,96.7, 0.56
5,5,5, 삼성,30,54,159,135,15,28,7,0,1,38,9,1,1,2,0,35,2,0,1,0.207,0.321,0.281,0.602,0.298,81.4, 0.04
6,6,6, 삼성,31,94,342,299,52,114,15,0,11,162,53,4,0,5,1,70,9,0,0,0.381,0.459,0.542,1.001,0.463,183.0, 4.34
7,7,7, 삼성,32,124,541,492,69,156,38,1,14,238,99,1,0,2,1,91,8,0,6,0.317,0.368,0.484,0.852,0.378,109.7, 2.29
8,8,8, 삼성,33,104,373,333,35,116,19,0,8,159,49,0,2,3,3,92,10,0,4,0.348,0.408,0.477,0.885,0.397,131.9, 1.99
9,9,9, 넥센,34,124,417,370,29,106,14,3,7,147,72,0,1,2,1,92,13,0,9,0.28600000000000003,0.345,0.397,0.743,0.339,84.1, -0.14
10,10,10, 넥센,35,109,384,342,46,110,23,1,12,171,62,0,1,5,2,94,9,0,3,0.322,0.388,0.5,0.888,0.39,128.6, 1.93
11,11,11, 롯데,36,130,420,376,44,110,18,0,15,173,75,0,0,5,3,107,10,1,4,0.293,0.35600000000000004,0.46,0.816,0.353,101.8, 0.90
12,12,12, 롯데,37,59,182,167,11,42,11,0,5,68,29,0,0,2,1,45,5,0,2,0.252,0.302,0.407,0.7090000000000001,0.321,91.4, 0.25
13,13,13, SK,38,71,189,160,11,45,5,0,7,71,24,0,0,0,2,33,4,0,0,0.281,0.392,0.444,0.835,0.38,121.5, 
