,Unnamed: 0,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0,0, OB,19,32,66,61,4,10,4,0,3,23,9,0,0,2,0,15,1,1,0,0.16399999999999998,0.215,0.377,0.5920000000000001,0.265,61.1,-0.08
1,1,1, OB,20,116,405,362,63,102,19,0,21,184,59,4,2,8,2,78,6,1,5,0.282,0.344,0.508,0.852,0.379,148.1,3.76
2,2,2, OB,21,107,425,371,51,92,15,3,18,167,54,4,5,8,9,85,5,2,4,0.248,0.331,0.45,0.7809999999999999,0.34700000000000003,121.7,1.87
3,3,3, OB,22,40,145,122,17,30,5,0,5,50,22,2,1,0,2,27,1,0,1,0.246,0.359,0.41,0.769,0.348,117.2,0.83
4,4,4, OB,23,126,518,477,71,140,29,4,19,234,73,4,1,5,3,82,5,0,2,0.294,0.34600000000000003,0.491,0.836,0.368,133.2,4.14
5,5,5, 두산,24,132,544,480,79,161,35,1,31,291,110,1,4,8,4,77,17,0,3,0.335,0.408,0.606,1.014,0.431,158.7,5.64
6,6,6, 두산,25,126,542,454,75,138,21,2,29,250,91,3,0,10,1,67,12,0,9,0.304,0.4,0.551,0.951,0.413,149.9,5.31
7,7,7, 현대,26,107,453,381,67,112,19,1,18,187,70,8,2,11,4,75,11,0,1,0.294,0.404,0.491,0.895,0.403,135.7,3.71
8,8,8, 현대,27,133,577,502,101,161,22,1,46,323,119,2,1,3,10,114,13,0,3,0.321,0.404,0.643,1.047,0.44,177.7,7.45
9,9,9, 현대,28,133,601,460,110,154,16,1,53,331,142,6,2,9,17,63,14,0,8,0.335,0.478,0.72,1.197,0.498,210.7,10.19
10,10,10, 현대,29,102,455,367,64,94,14,1,22,176,78,0,1,6,3,128,11,0,7,0.256,0.385,0.48,0.8640000000000001,0.389,133.2,3.33
11,11,11, 삼성,30,124,528,433,77,119,14,0,28,217,87,3,2,4,4,116,12,0,2,0.275,0.402,0.501,0.903,0.406,149.8,4.89
12,12,12, 삼성,31,26,96,85,8,12,1,0,1,16,7,0,0,2,0,22,3,0,1,0.141,0.229,0.188,0.417,0.21,21.8,-0.56
13,13,13, 삼성,32,124,515,427,64,110,17,0,31,220,101,6,0,3,1,113,10,0,2,0.258,0.381,0.515,0.8959999999999999,0.406,153.8,5.16
14,14,14, 삼성,33,22,88,68,8,16,0,0,3,25,7,0,1,0,0,11,5,0,0,0.235,0.409,0.368,0.777,0.378,129.4,0.53
