,Unnamed: 0,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0,0, 삼성,23,99,352,306,46,73,14,1,7,110,37,3,4,2,1,42,10,8,2,0.239,0.317,0.359,0.6759999999999999,0.311,89.9,1.37
1,1,1, 삼성,24,108,314,278,20,60,10,2,0,74,31,6,3,0,0,30,10,7,9,0.21600000000000005,0.261,0.266,0.527,0.246,50.7,-0.05
2,2,2, 삼성,25,75,204,182,18,48,6,1,4,68,27,6,1,2,0,19,6,0,5,0.264,0.319,0.374,0.6920000000000001,0.326,99.0,1.18
3,3,3, 삼성,26,101,378,333,40,95,11,1,3,117,42,8,7,3,1,30,10,6,4,0.285,0.35,0.35100000000000003,0.701,0.326,99.5,1.85
4,4,4, 삼성,27,98,373,333,53,96,15,1,9,140,44,8,2,3,0,27,12,2,5,0.28800000000000003,0.348,0.42,0.768,0.361,122.1,3.09
5,5,5, 삼성,28,91,278,255,29,56,11,0,4,79,29,2,0,0,0,30,1,5,4,0.22,0.256,0.31,0.5660000000000001,0.263,54.9,0.05
6,6,6, 삼성,29,126,468,403,55,119,21,1,7,163,58,4,10,2,2,49,8,8,1,0.295,0.38,0.404,0.785,0.363,122.3,3.41
7,7,7, 삼성,30,121,356,311,39,82,14,1,6,116,35,4,2,3,0,45,5,2,0,0.264,0.353,0.373,0.726,0.34,101.8,1.99
8,8,8, 삼성,31,90,236,202,22,42,5,0,2,53,13,3,2,3,0,29,4,4,1,0.208,0.306,0.262,0.568,0.276,74.5,0.52
9,9,9, 태평양,32,121,346,280,26,53,12,0,4,77,34,3,2,1,0,60,6,12,6,0.189,0.302,0.275,0.5770000000000001,0.271,67.0,0.4
10,10,10, 태평양,33,62,152,135,11,29,4,1,0,35,8,3,1,1,0,29,5,3,1,0.215,0.282,0.259,0.541,0.254,58.6,0.07
