,Unnamed: 0,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0,0, 삼성,27,92,386,317,61,117,19,3,18,196,62,22,2,6,6,39,1,0,5,0.369,0.469,0.618,1.087,0.483,215.4,7.4
1,1,1, 삼성,28,89,365,309,56,100,19,7,7,154,44,8,8,5,8,25,2,0,2,0.324,0.422,0.498,0.92,0.418,169.7,4.37
2,2,2, 삼성,29,107,422,346,66,129,24,1,11,188,65,17,8,4,6,23,6,8,6,0.373,0.46,0.5429999999999999,1.003,0.446,184.5,5.93
3,3,3, 삼성,30,95,367,304,55,100,20,2,6,142,41,16,7,1,7,30,6,0,3,0.329,0.436,0.467,0.903,0.42,176.9,4.84
4,4,4, 삼성,31,88,335,284,51,110,16,4,2,140,58,7,4,3,3,26,1,1,6,0.387,0.461,0.493,0.954,0.444,181.3,4.63
5,5,5, 삼성,32,96,334,283,41,89,12,2,4,117,35,5,5,2,0,27,2,0,0,0.314,0.419,0.413,0.833,0.395,146.0,3.01
6,6,6, 롯데,33,94,393,333,40,101,8,3,1,118,31,12,15,3,0,30,2,0,1,0.303,0.407,0.354,0.762,0.375,131.4,2.63
7,7,7, 롯데,34,96,364,324,36,89,13,4,1,113,22,8,4,2,0,33,5,4,0,0.275,0.34700000000000003,0.349,0.696,0.333,101.0,2.13
8,8,8, 롯데,35,122,424,346,56,120,17,10,4,169,54,11,7,0,6,31,4,2,4,0.34700000000000003,0.452,0.488,0.941,0.4270000000000001,165.2,5.06
9,9,9, 롯데,36,82,242,204,23,54,9,0,0,63,25,3,1,1,1,25,2,1,3,0.265,0.365,0.309,0.674,0.325,91.8,0.25
