,Unnamed: 0,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0,0, LG,23,126,550,495,82,151,31,8,7,219,69,23,5,8,3,50,6,1,3,0.305,0.368,0.442,0.81,0.366,130.5,5.6
1,1,1, LG,24,124,544,499,75,139,31,5,9,207,67,11,6,3,1,47,13,3,3,0.279,0.329,0.415,0.7440000000000001,0.332,106.9,3.48
2,2,2, LG,25,131,599,550,117,192,43,8,30,341,99,31,3,9,6,65,11,2,4,0.349,0.394,0.62,1.014,0.426,155.2,8.07
3,3,3, LG,26,129,595,527,99,170,28,1,18,254,99,14,8,5,4,91,15,2,9,0.32299999999999995,0.383,0.482,0.865,0.381,128.0,5.17
4,4,4, LG,27,133,607,542,107,167,30,4,12,241,83,24,8,4,6,69,10,4,3,0.308,0.373,0.445,0.818,0.368,112.8,4.55
5,5,5, LG,28,109,444,389,54,114,25,0,12,175,43,9,6,2,12,57,6,1,2,0.293,0.375,0.45,0.825,0.358,121.4,3.43
6,6,6, LG,29,44,178,154,20,43,9,2,5,71,30,1,3,1,4,23,0,0,2,0.279,0.365,0.461,0.826,0.362,117.6,1.27
7,7,7, LG,30,129,562,496,95,160,26,2,14,232,64,8,4,12,1,72,14,3,1,0.32299999999999995,0.397,0.468,0.865,0.396,139.4,5.72
8,8,8, LG,31,119,517,466,62,157,24,2,9,212,75,10,6,9,1,62,10,1,7,0.337,0.388,0.455,0.843,0.385,136.3,4.94
9,9,9, LG,32,120,515,478,51,142,29,1,7,194,55,3,2,4,5,65,8,1,1,0.297,0.344,0.406,0.75,0.34700000000000003,120.0,3.83
10,10,10, LG,36,117,451,404,49,117,14,1,9,160,64,3,4,1,5,53,11,4,6,0.29,0.345,0.396,0.741,0.334,94.7,1.16
11,11,11, LG,37,127,519,485,64,164,24,0,16,236,75,2,1,2,1,47,10,2,2,0.338,0.375,0.487,0.862,0.396,141.5,4.36
12,12,12, LG,38,118,455,420,52,126,25,1,5,168,41,5,7,2,1,58,18,5,6,0.3,0.333,0.4,0.733,0.339,110.1,1.89
13,13,13, LG,39,98,401,374,39,130,19,3,5,170,74,2,2,2,2,40,10,0,3,0.348,0.384,0.455,0.8390000000000001,0.389,132.7,2.92
14,14,14, LG,40,62,207,195,23,49,6,0,2,61,25,1,1,2,0,21,5,2,0,0.251,0.28800000000000003,0.313,0.601,0.277,50.3,-0.72
15,15,15, LG,41,54,102,96,3,21,7,0,1,31,9,0,0,0,0,18,4,0,1,0.219,0.255,0.32299999999999995,0.578,0.261,44.9,-0.47
16,16,16, LG,42,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,0.944,475.4,0.05
