,Unnamed: 0,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0,0, 현대,20,115,406,361,49,102,21,2,6,145,38,11,7,7,0,55,5,18,0,0.28300000000000003,0.333,0.402,0.7340000000000001,0.326,106.2,2.85
1,1,1, 현대,21,112,398,351,29,65,11,0,5,91,29,7,5,8,1,62,6,18,1,0.185,0.245,0.259,0.504,0.226,32.3,-0.87
2,2,2, 현대,22,123,375,330,36,67,17,0,4,96,33,8,3,6,0,50,4,15,6,0.203,0.253,0.29100000000000004,0.544,0.239,41.6,-0.25
3,3,3, 현대,23,128,459,395,50,104,21,2,3,138,42,5,6,7,2,63,9,19,2,0.263,0.334,0.349,0.684,0.3,70.0,0.98
4,4,4, 현대,24,129,477,420,67,121,30,4,15,204,58,0,5,6,0,76,9,11,4,0.28800000000000003,0.35,0.486,0.836,0.359,112.7,3.51
5,5,5, 현대,25,122,449,383,72,115,13,0,22,194,63,9,6,4,0,65,13,12,3,0.3,0.38,0.507,0.8859999999999999,0.386,124.1,3.98
6,6,6, 현대,26,126,466,401,47,88,24,0,12,148,57,2,5,5,2,85,6,9,4,0.219,0.306,0.369,0.675,0.297,78.0,1.41
7,7,7, 현대,27,129,515,421,68,119,26,0,16,193,48,6,5,13,0,66,14,22,4,0.28300000000000003,0.379,0.458,0.838,0.363,117.2,4.09
8,8,8, 현대,28,129,506,434,65,124,18,0,17,193,69,6,3,9,2,67,10,10,5,0.28600000000000003,0.365,0.445,0.81,0.362,115.5,4.03
9,9,9, 삼성,29,85,333,281,34,70,16,0,7,107,44,5,2,9,0,47,8,9,2,0.249,0.343,0.381,0.723,0.329,97.1,1.89
10,10,10, 삼성,30,115,452,382,54,108,22,1,11,165,65,10,6,7,0,74,6,2,5,0.28300000000000003,0.38,0.4320000000000001,0.812,0.377,141.1,4.9
11,11,11, 삼성,31,100,400,333,35,104,25,0,7,150,56,5,3,4,2,38,5,5,5,0.312,0.408,0.45,0.858,0.393,144.4,4.42
12,12,12, 삼성,32,104,391,332,28,81,12,3,5,114,38,5,4,3,0,50,9,9,3,0.244,0.335,0.343,0.679,0.317,88.1,1.77
13,13,13, 삼성,33,76,258,223,22,57,11,0,6,86,29,2,1,3,0,31,8,3,4,0.256,0.333,0.386,0.7190000000000001,0.324,82.8,0.96
14,14,14, 삼성,34,46,161,131,14,31,5,1,1,41,14,1,2,1,0,27,1,3,2,0.237,0.354,0.313,0.667,0.317,83.7,0.6
15,15,15, SK,35,100,340,282,42,79,18,0,6,115,39,6,5,5,2,44,6,15,4,0.28,0.363,0.408,0.7709999999999999,0.344,105.7,2.21
16,16,16, SK,36,57,161,138,12,29,7,1,5,53,19,3,1,0,0,27,2,8,1,0.21,0.281,0.384,0.665,0.294,78.9,0.62
17,17,17, SK,37,100,326,276,25,69,14,1,3,94,24,3,4,5,0,47,6,5,3,0.25,0.34600000000000003,0.341,0.6859999999999999,0.326,89.1,1.4
18,18,18, SK,38,19,35,32,3,8,1,0,0,9,2,0,1,0,0,8,0,1,0,0.25,0.294,0.281,0.575,0.267,43.4,-0.07
19,19,19, SK,39,78,162,133,12,33,5,0,2,44,14,0,2,4,1,21,3,2,0,0.248,0.375,0.331,0.706,0.333,92.5,0.48
