year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
2006, KIA, 19, 0, 0, 17, 10, 11, 1, 8, 140.2, 57, 51, 584, 117, , 8, 52, 1, 12, 78, 0, 8, 3.26, 3.68, 1.20, 111.0
2007, KIA, 20, 0, 0, 0, 2, 3, 25, 0, 70.1, 19, 19, 280, 53, , 4, 19, 2, 9, 66, 1, 2, 2.43, 2.80, 1.02, 161.7
2008, KIA, 21, 0, 0, 0, 3, 2, 26, 0, 58.0, 11, 11, 225, 44, , 1, 16, 1, 2, 46, 0, 0, 1.71, 2.67, 1.03, 240.1
2009, KIA, 22, 0, 0, 0, 4, 5, 4, 0, 34.0, 20, 16, 156, 39, , 6, 15, 2, 1, 30, 0, 1, 4.24, 4.95, 1.59, 111.4
2011, KIA, 24, 0, 0, 3, 1, 3, 7, 0, 28.2, 13, 13, 126, 31, , 0, 11, 0, 1, 20, 0, 2, 4.08, 3.05, 1.47, 101.3
2012, KIA, 25, 0, 0, 0, 1, 1, 7, 0, 19.2, 8, 7, 88, 20, , 1, 8, 1, 2, 13, 0, 2, 3.20, 3.82, 1.42, 118.0
2015, KIA, 28, 0, 0, 0, 0, 0, 0, 0, 8.1, 4, 3, 39, 11, 1, 0, 5, 0, 0, 4, 0, 0, 3.24, 4.46, 1.92, 152.2
2016, KIA, 29, 0, 0, 5, 4, 3, 1, 1, 56.2, 48, 48, 278, 81, 1, 11, 30, 3, 5, 27, 0, 1, 7.62, 7.06, 1.96, 67.9
2018, 삼성, 31, 0, 0, 1, 1, 4, 0, 3, 39.0, 32, 29, 183, 54, 1, 8, 12, 0, 5, 30, 1, 1, 6.69, 6.27, 1.69, 79.3
