year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
2002, 한화, 23, 0, 0, 0, 2, 5, 6, 6, 60.0, 38, 36, 275, 64, , 8, 21, 5, 13, 54, 0, 3, 5.40, 4.39, 1.42, 80.5
2003, 한화, 24, 0, 0, 0, 3, 2, 2, 8, 68.2, 34, 31, 295, 56, , 6, 30, 0, 11, 57, 1, 3, 4.06, 4.03, 1.25, 106.9
2004, 한화, 25, 0, 0, 1, 2, 1, 2, 1, 41.0, 23, 22, 183, 36, , 7, 22, 1, 5, 37, 0, 1, 4.83, 5.27, 1.42, 91.3
2007, 한화, 28, 0, 0, 0, 0, 1, 0, 1, 12.0, 7, 6, 57, 15, , 3, 6, 0, 1, 7, 0, 0, 4.50, 6.66, 1.75, 89.4
2008, 한화, 29, 0, 0, 0, 2, 1, 2, 7, 92.2, 31, 30, 374, 63, , 7, 31, 4, 10, 67, 1, 3, 2.91, 3.88, 1.01, 145.6
2009, 한화, 30, 0, 0, 0, 0, 0, 1, 7, 50.2, 31, 28, 241, 61, , 6, 23, 3, 7, 39, 1, 3, 4.97, 4.79, 1.66, 98.4
2010, 넥센, 31, 0, 0, 0, 3, 2, 0, 2, 56.1, 23, 19, 249, 51, , 6, 28, 3, 6, 43, 0, 2, 3.04, 4.80, 1.40, 149.8
2011, 넥센, 32, 0, 0, 0, 1, 4, 0, 8, 48.1, 20, 18, 204, 37, , 3, 24, 0, 7, 46, 0, 1, 3.35, 4.02, 1.26, 122.6
2013, 넥센, 34, 0, 0, 0, 4, 1, 1, 1, 33.0, 20, 15, 149, 32, , 1, 18, 0, 3, 31, 1, 0, 4.09, 3.77, 1.52, 106.5
2014, 넥센, 35, 0, 0, 0, 3, 3, 0, 7, 64.0, 37, 34, 285, 57, 0, 9, 30, 0, 12, 55, 0, 2, 4.78, 5.93, 1.36, 110.3
2015, 넥센, 36, 0, 0, 0, 0, 0, 0, 0, 37.1, 22, 21, 166, 36, 0, 4, 17, 0, 6, 33, 0, 1, 5.06, 5.09, 1.42, 98.3
2016, 넥센, 37, 0, 0, 0, 6, 1, 0, 12, 63.2, 33, 29, 282, 61, 2, 10, 34, 0, 4, 52, 0, 1, 4.10, 5.99, 1.49, 128.1
2017, 넥센, 38, 0, 0, 0, 0, 0, 0, 0, 10.1, 12, 12, 51, 14, 1, 3, 4, 0, 1, 7, 0, 0, 10.45, 7.61, 1.74, 47.6
