year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
1999, 해태, 23, 0, 0, 0, 0, 0, 0, 0, 8.1, 4, 3, 39, 7, , 0, 6, 0, 2, 3, 0, 1, 3.24, 5.43, 1.56, 156.6
2000, 해태, 24, 0, 0, 0, 0, 0, 0, 0, 3.2, 3, 3, 22, 5, , 0, 7, 0, 1, 3, 0, 0, 7.36, 8.07, 3.27, 63.4
2001, 현대, 25, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 5, 2, , 0, 0, 0, 0, 0, 0, 0, 0.00, 3.11, 2.00, 
2002, 현대, 26, 0, 0, 0, 0, 0, 0, 0, 6.0, 2, 2, 24, 4, , 1, 3, 0, 0, 4, 0, 0, 3.00, 5.34, 1.17, 142.4
2003, 현대, 27, 0, 0, 0, 0, 0, 0, 0, 3.0, 1, 1, 15, 3, , 0, 3, 0, 0, 3, 0, 1, 3.00, 3.76, 2.00, 144.0
2004, 현대, 28, 0, 0, 0, 0, 0, 0, 0, 5.1, 9, 8, 31, 12, , 2, 2, 0, 0, 7, 0, 0, 13.50, 6.32, 2.63, 32.1
2005, 현대, 29, 0, 0, 5, 11, 9, 1, 7, 128.2, 53, 47, 535, 106, , 15, 41, 1, 6, 137, 0, 5, 3.29, 3.47, 1.14, 130.5
2006, 현대, 30, 0, 0, 0, 4, 4, 0, 5, 71.1, 35, 31, 312, 55, , 7, 40, 0, 4, 76, 0, 6, 3.91, 3.70, 1.33, 92.4
2007, 현대, 31, 0, 0, 17, 7, 9, 1, 3, 139.2, 76, 69, 590, 121, , 13, 51, 1, 1, 142, 3, 6, 4.45, 3.10, 1.23, 89.7
2008, 히어로즈, 32, 0, 0, 15, 6, 8, 8, 1, 104.1, 50, 47, 439, 88, , 10, 45, 1, 2, 77, 0, 10, 4.05, 4.24, 1.28, 104.5
2009, 히어로즈, 33, 0, 0, 10, 8, 3, 9, 0, 92.1, 37, 36, 385, 76, , 10, 35, 1, 2, 79, 1, 2, 3.51, 4.05, 1.20, 137.6
