year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
2003, LG, 22, 0, 0, 1, 0, 0, 0, 0, 1.2, 0, 0, 7, 0, , 0, 2, 0, 0, 1, 0, 0, 0.00, 5.16, 1.20, 
2004, LG, 23, 0, 0, 11, 4, 4, 2, 3, 86.0, 50, 49, 376, 87, , 14, 37, 2, 2, 56, 0, 2, 5.13, 5.05, 1.44, 81.9
2005, LG, 24, 0, 0, 0, 5, 3, 4, 14, 79.0, 39, 36, 342, 76, , 5, 36, 7, 5, 63, 1, 3, 4.10, 3.53, 1.42, 101.5
2006, LG, 25, 0, 0, 23, 7, 10, 0, 0, 143.0, 64, 57, 591, 126, , 9, 49, 2, 3, 63, 0, 2, 3.59, 3.69, 1.22, 98.8
2007, LG, 26, 0, 0, 13, 6, 5, 1, 2, 126.1, 65, 62, 541, 134, , 6, 38, 3, 2, 71, 0, 4, 4.42, 3.20, 1.36, 87.9
2008, LG, 27, 0, 0, 0, 4, 10, 13, 10, 71.2, 31, 31, 303, 71, , 2, 28, 1, 1, 44, 0, 3, 3.89, 3.46, 1.38, 105.1
2009, LG, 28, 0, 0, 16, 2, 5, 0, 0, 79.1, 69, 59, 376, 93, , 19, 43, 0, 3, 53, 0, 5, 6.69, 6.70, 1.71, 71.2
2010, LG, 29, 0, 0, 0, 1, 1, 0, 0, 23.0, 15, 12, 102, 26, , 2, 7, 2, 0, 17, 1, 1, 4.70, 3.59, 1.44, 96.8
2012, LG, 31, 0, 0, 7, 2, 1, 0, 0, 30.1, 19, 19, 131, 35, , 1, 13, 0, 1, 15, 0, 2, 5.64, 3.93, 1.58, 67.8
