year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
1986, 해태, 24, 2, 0, 13, 9, 6, 5, 0, 125.2, 53, 37, 547, 93, , 5, 89, 1, 4, 92, 0, 3, 2.65, 3.33, 1.45, 115.2
1987, 해태, 25, 2, 0, 14, 6, 7, 0, 0, 80.1, 48, 39, 357, 59, , 4, 57, 0, 4, 78, 1, 4, 4.37, 3.45, 1.44, 79.8
1988, 해태, 26, 0, 0, 9, 3, 2, 0, 0, 54.1, 19, 15, 227, 45, , 2, 23, 0, 1, 23, 0, 0, 2.48, 3.54, 1.25, 154.1
1989, 해태, 27, 1, 0, 7, 2, 2, 0, 0, 54.0, 18, 16, 228, 47, , 0, 24, 1, 2, 39, 1, 2, 2.67, 2.55, 1.32, 137.4
1990, 해태, 28, 3, 1, 18, 6, 5, 0, 0, 104.1, 46, 34, 453, 84, , 5, 60, 0, 9, 50, 0, 1, 2.93, 4.22, 1.38, 129.9
1991, 해태, 29, 1, 1, 15, 6, 3, 2, 0, 88.2, 25, 25, 350, 59, , 4, 33, 0, 4, 52, 3, 1, 2.54, 3.36, 1.04, 156.5
1992, 해태, 30, 5, 3, 29, 14, 8, 1, 0, 165.1, 68, 58, 719, 144, , 11, 78, 0, 20, 126, 0, 4, 3.16, 3.90, 1.34, 136.9
1993, 해태, 31, 0, 0, 26, 10, 8, 1, 0, 127.2, 47, 39, 539, 102, , 11, 50, 0, 20, 96, 0, 2, 2.75, 3.73, 1.19, 120.7
1994, 해태, 32, 3, 0, 24, 9, 10, 0, 0, 141.0, 63, 53, 588, 120, , 9, 46, 1, 12, 126, 1, 6, 3.38, 3.07, 1.18, 113.4
1995, 해태, 33, 0, 0, 22, 7, 11, 0, 0, 108.2, 49, 47, 452, 90, , 10, 40, 1, 9, 94, 0, 4, 3.89, 3.60, 1.20, 96.9
1996, 해태, 34, 0, 0, 1, 6, 3, 18, 0, 76.0, 18, 17, 296, 43, , 5, 32, 4, 8, 97, 0, 1, 2.01, 2.51, 0.99, 185.8
1997, 해태, 35, 0, 0, 5, 5, 3, 4, 0, 80.2, 39, 36, 344, 71, , 11, 32, 3, 9, 79, 0, 3, 4.02, 4.10, 1.28, 101.4
1998, 해태, 36, 0, 0, 1, 1, 0, 0, 0, 39.1, 15, 15, 159, 26, , 5, 17, 0, 1, 36, 0, 1, 3.43, 4.09, 1.09, 117.8
1999, 해태, 37, 0, 0, 1, 4, 1, 1, 0, 35.1, 19, 18, 149, 30, , 5, 13, 3, 5, 43, 0, 1, 4.58, 3.95, 1.22, 110.7
2000, SK, 38, 0, 0, 0, 1, 4, 0, 3, 31.0, 26, 26, 141, 40, , 5, 14, 0, 3, 23, 0, 1, 7.55, 5.42, 1.74, 61.5
2001, 한화, 39, 0, 0, 0, 2, 2, 1, 10, 43.2, 24, 18, 192, 36, , 6, 19, 3, 5, 45, 1, 4, 3.71, 4.28, 1.26, 131.7
2002, 한화, 40, 0, 0, 0, 1, 2, 1, 12, 25.0, 10, 9, 104, 21, , 3, 8, 2, 4, 29, 0, 3, 3.24, 3.44, 1.16, 134.2
2003, 한화,SK, 41, 0, 0, 0, 0, 0, 0, 8, 13.0, 6, 6, 62, 18, , 0, 6, 2, 3, 3, 0, 2, 4.15, 3.91, 1.85, 100.4
, 한화, 41, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 5, 1, , 0, 1, 0, 0, 0, 0, 1, 0.00, 5.76, 2.00, 
, SK, 41, 0, 0, 0, 0, 0, 0, 8, 12.0, 6, 6, 57, 17, , 0, 5, 2, 3, 3, 0, 1, 4.50, 3.76, 1.83, 92.7
