year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
2003, 두산, 19, 0, 0, 0, 0, 0, 0, 0, 2.0, 0, 0, 9, 2, , 0, 1, 0, 0, 0, 0, 0, 0.00, 4.26, 1.50, 
2004, 두산, 20, 0, 0, 17, 0, 4, 0, 1, 81.2, 56, 50, 380, 86, , 11, 54, 0, 5, 50, 2, 4, 5.51, 5.64, 1.71, 76.0
2005, 두산,KIA, 21, 0, 0, 2, 3, 2, 5, 2, 57.0, 20, 19, 240, 37, , 5, 36, 0, 3, 55, 0, 1, 3.00, 4.28, 1.28, 141.7
, 두산, 21, 0, 0, 1, 1, 0, 0, 1, 21.1, 5, 4, 93, 19, , 1, 11, 0, 3, 17, 0, 0, 1.69, 4.00, 1.41, 245.2
, KIA, 21, 0, 0, 1, 2, 2, 5, 1, 35.2, 15, 15, 147, 18, , 4, 25, 0, 0, 38, 0, 1, 3.79, 4.45, 1.21, 112.3
2006, KIA, 22, 0, 0, 15, 5, 8, 0, 1, 101.1, 51, 49, 439, 89, , 8, 55, 1, 5, 94, 0, 5, 4.35, 3.62, 1.42, 83.3
2007, KIA, 23, 0, 0, 6, 3, 2, 0, 0, 28.0, 15, 13, 122, 23, , 3, 14, 0, 2, 9, 0, 3, 4.18, 5.30, 1.32, 94.1
2008, KIA,SK, 24, 0, 0, 9, 2, 4, 0, 0, 33.0, 21, 17, 148, 27, , 4, 25, 0, 1, 29, 1, 7, 4.64, 5.33, 1.58, 87.5
, SK, 24, 0, 0, 5, 1, 1, 0, 0, 21.0, 7, 6, 94, 18, , 3, 16, 0, 1, 17, 1, 2, 2.57, 5.82, 1.62, 157.7
, KIA, 24, 0, 0, 4, 1, 3, 0, 0, 12.0, 14, 11, 54, 9, , 1, 9, 0, 0, 12, 0, 5, 8.25, 4.48, 1.50, 49.7
2009, SK, 25, 0, 0, 11, 8, 4, 8, 1, 133.1, 50, 46, 554, 114, , 13, 48, 7, 2, 136, 1, 11, 3.11, 3.38, 1.22, 152.4
2010, SK, 26, 0, 0, 7, 5, 2, 0, 1, 67.2, 27, 23, 281, 55, , 2, 26, 2, 2, 52, 0, 6, 3.06, 3.29, 1.20, 148.7
2011, SK, 27, 0, 0, 4, 3, 3, 3, 8, 92.1, 44, 39, 395, 67, , 8, 56, 3, 11, 87, 0, 9, 3.80, 4.51, 1.33, 108.0
2016, SK, 32, 0, 0, 1, 0, 0, 0, 0, 0.1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00, 3.79, 0.00, 
