year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
2002, 롯데, 19, 0, 0, 0, 0, 0, 0, 0, 3.0, 1, 0, 15, 5, , 0, 1, 0, 0, 3, 0, 0, 0.00, 2.00, 2.00, 
2004, SK, 21, 0, 0, 5, 2, 1, 0, 0, 45.1, 35, 30, 221, 45, , 5, 38, 1, 9, 37, 1, 5, 5.96, 5.79, 1.83, 70.6
2005, SK, 22, 0, 0, 11, 4, 4, 0, 0, 57.2, 27, 23, 265, 28, , 2, 47, 0, 16, 67, 0, 2, 3.59, 4.42, 1.30, 115.1
2006, SK, 23, 0, 0, 3, 0, 2, 0, 0, 23.0, 24, 24, 119, 20, , 1, 33, 0, 3, 22, 0, 1, 9.39, 6.05, 2.30, 37.4
2007, SK, 24, 0, 0, 0, 0, 0, 0, 0, 1.2, 1, 1, 8, 2, , 1, 0, 0, 0, 2, 0, 0, 5.40, 8.23, 1.20, 70.6
2008, SK, 25, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 4, 0, , 0, 1, 0, 0, 1, 0, 0, 0.00, 4.15, 1.00, 
2009, SK, 26, 0, 0, 19, 11, 10, 2, 1, 126.2, 69, 61, 565, 98, , 12, 81, 2, 14, 152, 2, 20, 4.33, 4.22, 1.41, 109.2
2010, SK, 27, 0, 0, 10, 8, 6, 2, 1, 106.2, 68, 61, 476, 106, , 16, 61, 0, 5, 101, 0, 9, 5.15, 5.20, 1.57, 88.4
2011, SK, 28, 0, 0, 16, 5, 8, 0, 0, 105.2, 55, 50, 463, 87, , 4, 69, 1, 6, 89, 0, 9, 4.26, 4.10, 1.48, 96.4
2014, SK, 31, 0, 0, 8, 2, 5, 0, 1, 51.0, 57, 52, 252, 67, 0, 11, 38, 0, 5, 40, 0, 5, 9.18, 7.62, 2.06, 55.6
2015, SK, 32, 0, 0, 2, 0, 3, 0, 0, 51.0, 37, 35, 246, 61, 0, 8, 31, 0, 4, 43, 0, 4, 6.18, 6.03, 1.80, 78.2
2016, SK,KIA, 33, 0, 0, 6, 0, 2, 0, 2, 46.0, 39, 31, 222, 54, 1, 6, 29, 1, 2, 52, 1, 3, 6.07, 5.18, 1.80, 
, SK, 33, 0, 0, 0, 0, 0, 0, 0, 9.2, 13, 12, 54, 18, 0, 1, 5, 0, 1, 7, 0, 0, 11.17, 5.55, 2.38, 46.7
, KIA, 33, 0, 0, 6, 0, 2, 0, 2, 36.1, 26, 19, 168, 36, 1, 5, 24, 1, 1, 45, 1, 3, 4.71, 5.09, 1.65, 110.0
2017, KIA, 34, 0, 0, 1, 3, 1, 0, 4, 40.0, 19, 19, 186, 44, 1, 1, 22, 0, 5, 35, 1, 2, 4.28, 4.34, 1.65, 116.2
2018, 롯데, 35, 0, 0, 0, 2, 3, 0, 7, 32.1, 27, 25, 153, 33, 1, 3, 23, 0, 0, 39, 0, 5, 6.96, 4.76, 1.73, 75.0
2019, 롯데, 36, 0, 0, 0, 2, 7, 0, 15, 62.1, 34, 33, 280, 58, 1, 6, 36, 6, 3, 72, 0, 11, 4.76, 3.93, 1.51, 88.1
2020, 롯데, 37, 0, 0, 0, 1, 0, 0, 0, 15.2, 10, 10, 77, 14, 0, 3, 11, 0, 3, 11, 0, 1, 5.74, 7.32, 1.60, 84.8
2021, LG, 38, 0, 0, 0, 0, 0, 0, 0, 2.1, 1, 1, 10, 3, 1, 0, 0, 0, 0, 1, 0, 0, 3.86, 2.48, 1.29, 111.8
2022, SSG, 39, 0, 0, 0, 0, 0, 0, 5, 12.0, 5, 5, 48, 8, 1, 0, 3, 1, 0, 15, 0, 2, 3.75, 1.22, 0.92, 100.6
