year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
1982, OB, 29, 3, 1, 19, 4, 4, 0, 0, 90.1, 59, 49, 416, 73, , 6, 76, 0, 2, 42, 2, 3, 4.88, 4.94, 1.65, 79.7
1983, OB, 30, 9, 3, 27, 9, 12, 0, 0, 193.1, 97, 74, 816, 190, , 11, 72, 2, 13, 86, 3, 9, 3.44, 3.20, 1.36, 95.0
1984, OB, 31, 6, 1, 28, 14, 4, 0, 0, 174.2, 44, 40, 701, 135, , 8, 63, 1, 7, 92, 0, 4, 2.06, 2.87, 1.13, 162.9
1985, OB, 32, 8, 0, 26, 11, 11, 2, 0, 194.0, 71, 60, 789, 165, , 17, 63, 0, 7, 84, 0, 6, 2.78, 3.57, 1.18, 128.1
1986, OB, 33, 3, 1, 21, 5, 7, 0, 0, 111.0, 48, 39, 452, 94, , 8, 50, 0, 2, 47, 0, 3, 3.16, 3.57, 1.30, 94.0
1987, OB, 34, 5, 0, 24, 8, 12, 0, 0, 148.1, 59, 43, 633, 122, , 3, 74, 0, 6, 53, 0, 1, 2.61, 3.63, 1.32, 131.8
1988, OB, 35, 2, 0, 18, 10, 12, 2, 0, 129.2, 59, 54, 558, 121, , 7, 62, 2, 2, 48, 0, 3, 3.75, 3.97, 1.41, 100.4
1989, OB, 36, 1, 1, 14, 5, 8, 2, 0, 87.2, 40, 35, 375, 88, , 5, 35, 1, 1, 38, 1, 2, 3.59, 3.67, 1.40, 101.9
1990, OB, 37, 0, 1, 23, 2, 13, 2, 0, 114.2, 74, 69, 510, 123, , 7, 59, 3, 5, 43, 0, 6, 5.42, 4.21, 1.59, 69.3
1991, OB, 38, 2, 0, 8, 1, 6, 1, 0, 43.0, 35, 28, 204, 56, , 1, 21, 0, 1, 14, 0, 0, 5.86, 3.88, 1.79, 66.0
