year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
1986, 청보, 26, 0, 0, 9, 1, 6, 0, 0, 94.2, 53, 49, 407, 99, , 5, 37, 0, 0, 48, 2, 3, 4.66, 2.92, 1.44, 67.6
1987, 청보, 27, 4, 0, 6, 4, 4, 0, 0, 78.1, 45, 41, 326, 85, , 9, 16, 0, 3, 38, 0, 2, 4.71, 3.72, 1.29, 76.2
1988, 태평양, 28, 4, 0, 15, 2, 10, 1, 0, 128.0, 59, 56, 546, 134, , 6, 44, 3, 1, 40, 0, 1, 3.94, 3.55, 1.39, 97.3
1989, 태평양, 29, 0, 0, 2, 0, 2, 0, 0, 28.2, 18, 15, 123, 34, , 1, 7, 1, 0, 15, 0, 1, 4.71, 2.64, 1.43, 78.2
1990, 태평양, 30, 2, 0, 18, 6, 8, 2, 0, 99.1, 46, 44, 433, 94, , 2, 50, 1, 3, 35, 1, 1, 3.99, 3.70, 1.45, 94.5
1991, 태평양, 31, 1, 0, 11, 1, 6, 0, 0, 54.0, 42, 40, 260, 69, , 14, 37, 0, 2, 20, 2, 2, 6.67, 7.49, 1.96, 58.7
1992, 태평양, 32, 1, 0, 3, 1, 2, 1, 0, 17.0, 15, 15, 79, 22, , 3, 10, 0, 0, 10, 0, 0, 7.94, 5.66, 1.88, 54.4
