year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
1982, 해태, 25, 6, 0, 19, 5, 11, 1, 0, 144.0, 93, 71, 642, 152, , 11, 69, 0, 10, 86, 3, 4, 4.44, 3.86, 1.54, 86.8
1983, 해태, 26, 1, 1, 14, 6, 4, 0, 0, 94.0, 42, 29, 387, 83, , 5, 22, 2, 5, 51, 1, 0, 2.78, 2.46, 1.12, 117.2
1984, 해태, 27, 3, 0, 19, 11, 4, 0, 0, 129.2, 58, 47, 540, 124, , 14, 36, 2, 7, 60, 0, 1, 3.26, 3.57, 1.23, 101.0
1985, 해태, 28, 5, 2, 37, 13, 8, 0, 0, 198.2, 78, 73, 803, 178, , 22, 44, 0, 19, 63, 0, 1, 3.31, 3.97, 1.12, 105.6
1986, 해태, 29, 1, 0, 14, 4, 6, 2, 0, 72.2, 39, 35, 331, 91, , 6, 25, 2, 5, 24, 0, 0, 4.33, 3.64, 1.60, 70.4
1987, 해태,빙그레, 30, 0, 0, 5, 2, 3, 0, 0, 28.0, 20, 19, 119, 27, , 5, 11, 0, 2, 4, 0, 0, 6.11, 5.90, 1.36, 60.0
, 해태, 30, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , , , 
, 빙그레, 30, 0, 0, 5, 2, 3, 0, 0, 28.0, 20, 19, 119, 27, , 5, 11, 0, 2, 4, 0, 0, 6.11, 5.90, 1.36, 60.0
1988, 빙그레, 31, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 5, 0, , 0, 2, 0, 0, 0, 0, 0, 0.00, 7.08, 1.50, 
1989, 빙그레,삼성, 32, 0, 0, 1, 0, 1, 0, 0, 11.1, 10, 10, 52, 15, , 2, 4, 1, 2, 4, 0, 0, 7.94, 5.51, 1.68, 47.9
, 삼성, 32, 0, 0, 1, 0, 1, 0, 0, 11.1, 10, 10, 52, 15, , 2, 4, 1, 2, 4, 0, 0, 7.94, 5.51, 1.68, 47.9
, 빙그레, 32, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , , , 
