year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
1996, 삼성, 23, 0, 0, 15, 4, 7, 0, 0, 108.2, 35, 32, 466, 89, , 5, 59, 3, 10, 87, 0, 3, 2.65, 3.61, 1.36, 142.5
1997, 삼성, 24, 3, 1, 24, 10, 8, 0, 0, 131.1, 81, 72, 590, 138, , 14, 65, 5, 10, 76, 0, 8, 4.93, 4.70, 1.55, 84.0
1998, 삼성, 25, 0, 0, 3, 6, 4, 1, 0, 87.2, 57, 52, 389, 86, , 17, 48, 8, 1, 64, 0, 6, 5.34, 5.36, 1.53, 77.0
1999, 삼성, 26, 0, 0, 4, 3, 2, 0, 0, 71.1, 49, 45, 328, 90, , 11, 27, 2, 1, 39, 2, 3, 5.68, 5.28, 1.64, 89.3
2001, 삼성, 28, 0, 0, 1, 3, 1, 1, 1, 40.0, 24, 22, 184, 46, , 5, 20, 0, 0, 15, 0, 3, 4.95, 5.49, 1.65, 97.1
2002, 삼성, 29, 0, 0, 3, 3, 0, 2, 4, 62.2, 30, 27, 267, 71, , 10, 13, 0, 6, 35, 0, 0, 3.88, 4.87, 1.34, 111.2
2003, 삼성, 30, 0, 0, 15, 8, 4, 1, 6, 102.0, 59, 57, 439, 110, , 13, 37, 5, 2, 54, 0, 1, 5.03, 4.36, 1.44, 86.8
2004, 삼성, 31, 0, 0, 12, 5, 2, 0, 2, 60.0, 31, 28, 260, 60, , 9, 23, 1, 2, 34, 1, 0, 4.20, 4.97, 1.38, 103.3
2005, 삼성, 32, 0, 0, 20, 6, 5, 0, 0, 104.2, 60, 51, 452, 110, , 16, 31, 1, 3, 51, 3, 1, 4.39, 4.97, 1.35, 97.1
2006, 삼성, 33, 0, 0, 21, 10, 8, 0, 2, 134.0, 69, 58, 584, 146, , 10, 47, 0, 5, 65, 2, 3, 3.90, 3.87, 1.44, 92.9
2007, 삼성, 34, 0, 0, 25, 8, 8, 0, 2, 137.1, 71, 62, 582, 148, , 11, 41, 0, 4, 39, 0, 2, 4.06, 4.29, 1.38, 96.5
2008, 삼성, 35, 0, 0, 16, 6, 6, 0, 0, 83.0, 49, 46, 367, 104, , 6, 31, 0, 2, 20, 2, 3, 4.99, 4.80, 1.63, 83.2
