year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
1993, 쌍방울, 22, 5, 0, 15, 1, 13, 0, 0, 116.0, 59, 52, 517, 111, , 7, 66, 2, 7, 75, 0, 1, 4.03, 3.79, 1.53, 81.1
1994, 쌍방울, 23, 3, 1, 25, 7, 10, 0, 0, 147.1, 84, 81, 643, 155, , 12, 66, 2, 15, 85, 0, 5, 4.95, 4.33, 1.50, 75.7
1995, 쌍방울, 24, 5, 1, 25, 9, 14, 0, 0, 154.0, 92, 87, 682, 168, , 17, 64, 5, 11, 92, 1, 4, 5.08, 4.41, 1.51, 73.4
1996, 쌍방울, 25, 5, 3, 24, 10, 5, 0, 0, 148.0, 43, 39, 591, 122, , 10, 38, 1, 11, 92, 0, 0, 2.37, 3.40, 1.08, 155.4
1997, 쌍방울, 26, 1, 1, 22, 5, 6, 0, 0, 107.1, 32, 29, 449, 93, , 10, 32, 3, 15, 80, 1, 0, 2.43, 3.82, 1.17, 165.1
1998, 쌍방울, 27, 3, 1, 23, 7, 9, 1, 0, 141.0, 67, 55, 601, 145, , 15, 34, 1, 14, 76, 0, 0, 3.51, 4.20, 1.27, 113.1
1999, 쌍방울, 28, 1, 0, 20, 5, 16, 2, 0, 131.1, 95, 89, 599, 155, , 29, 47, 4, 10, 74, 0, 3, 6.10, 6.23, 1.54, 80.8
2000, SK,해태, 29, 1, 1, 16, 7, 7, 0, 2, 111.2, 64, 60, 504, 133, , 17, 43, 2, 13, 74, 0, 2, 4.84, 5.26, 1.58, 96.6
, 해태, 29, 1, 1, 13, 7, 4, 0, 0, 96.2, 42, 39, 416, 104, , 10, 33, 2, 8, 63, 0, 2, 3.63, 4.41, 1.42, 128.6
, SK, 29, 0, 0, 3, 0, 3, 0, 0, 15.0, 22, 21, 88, 29, , 7, 10, 0, 5, 11, 0, 0, 12.60, 10.76, 2.60, 36.9
2001, 해태/KIA, 30, 0, 0, 3, 5, 4, 3, 6, 61.1, 42, 39, 267, 67, , 8, 23, 3, 3, 36, 0, 1, 5.72, 4.76, 1.47, 83.1
2002, KIA, 31, 0, 0, 0, 0, 0, 0, 0, 1.0, 1, 1, 5, 3, , 1, 0, 0, 0, 0, 0, 0, 9.00, 16.00, 3.00, 47.3
2003, 두산,LG, 32, 0, 0, 0, 1, 1, 2, 2, 33.1, 13, 12, 152, 37, , 1, 13, 3, 3, 17, 0, 0, 3.24, 3.30, 1.50, 128.2
, LG, 32, 0, 0, 0, 1, 0, 2, 2, 27.0, 9, 8, 121, 29, , 1, 10, 2, 2, 15, 0, 0, 2.67, 3.24, 1.44, 155.8
, 두산, 32, 0, 0, 0, 0, 1, 0, 0, 6.1, 4, 4, 31, 8, , 0, 3, 1, 1, 2, 0, 0, 5.68, 3.55, 1.74, 73.2
2004, LG, 33, 0, 0, 0, 1, 0, 0, 4, 13.0, 5, 5, 54, 14, , 2, 4, 1, 0, 6, 0, 0, 3.46, 4.72, 1.39, 121.3
