year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
1982, 삼성, 27, 4, 3, 22, 15, 7, 1, 0, 167.0, 67, 54, 698, 152, , 11, 73, 3, 9, 73, 0, 4, 2.91, 3.82, 1.35, 136.2
1983, 삼성, 28, 3, 1, 19, 5, 13, 0, 0, 127.0, 66, 53, 548, 122, , 17, 59, 1, 7, 56, 0, 3, 3.76, 4.45, 1.43, 89.1
1984, 삼성, 29, 0, 0, 8, 2, 4, 0, 0, 51.2, 31, 26, 225, 58, , 6, 23, 0, 3, 23, 0, 2, 4.53, 4.27, 1.57, 73.6
1985, MBC, 30, 4, 1, 18, 5, 7, 2, 0, 138.0, 44, 35, 569, 111, , 5, 55, 3, 4, 49, 0, 2, 2.28, 3.20, 1.20, 146.3
1986, MBC, 31, 0, 0, 2, 0, 2, 0, 0, 17.2, 12, 10, 78, 25, , 2, 3, 0, 1, 12, 0, 0, 5.09, 2.87, 1.59, 58.2
1987, MBC, 32, 0, 0, 7, 1, 3, 0, 0, 38.1, 23, 23, 175, 38, , 1, 23, 1, 7, 21, 0, 3, 5.40, 3.98, 1.59, 63.8
