year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
2001, 두산, 21, 0, 0, 0, 0, 0, 0, 0, 6.2, 8, 8, 30, 8, , 2, 4, 0, 0, 2, 0, 0, 10.80, 8.21, 1.80, 42.4
2002, 두산, 22, 0, 0, 1, 0, 1, 0, 0, 8.0, 4, 4, 35, 10, , 2, 1, 0, 0, 6, 0, 0, 4.50, 5.13, 1.38, 91.5
2003, 두산, 23, 0, 0, 3, 3, 0, 0, 1, 46.0, 25, 22, 202, 47, , 6, 20, 0, 2, 29, 0, 1, 4.30, 4.63, 1.46, 96.6
2004, 두산, 24, 0, 0, 4, 6, 3, 0, 0, 89.1, 44, 44, 379, 85, , 8, 32, 0, 4, 56, 0, 6, 4.43, 4.07, 1.31, 94.5
2005, 두산, 25, 0, 0, 0, 7, 5, 1, 28, 99.2, 22, 19, 403, 82, , 6, 26, 2, 4, 79, 0, 3, 1.72, 3.06, 1.08, 241.2
2008, 두산, 28, 0, 0, 0, 11, 3, 2, 17, 87.1, 20, 15, 351, 54, , 2, 28, 4, 4, 68, 1, 2, 1.55, 2.85, 0.94, 264.8
2009, 두산, 29, 0, 0, 7, 5, 2, 0, 12, 97.1, 47, 42, 422, 82, , 14, 49, 1, 3, 100, 0, 6, 3.88, 4.57, 1.35, 122.3
2010, 두산, 30, 0, 0, 2, 1, 0, 0, 0, 6.2, 1, 1, 21, 2, , 0, 0, 0, 0, 4, 0, 0, 1.35, 2.09, 0.30, 336.9
2012, 두산, 32, 0, 0, 0, 0, 0, 0, 0, 2.2, 0, 0, 9, 1, , 0, 1, 0, 0, 2, 0, 0, 0.00, 2.73, 0.75, 
2013, 두산, 33, 0, 0, 11, 5, 2, 0, 0, 66.2, 36, 35, 302, 59, , 5, 48, 0, 4, 44, 0, 4, 4.73, 5.34, 1.61, 90.0
2014, 두산, 34, 0, 0, 9, 1, 2, 0, 1, 37.2, 21, 21, 176, 41, 1, 5, 22, 0, 3, 30, 0, 1, 5.02, 5.98, 1.67, 98.6
2015, 두산, 35, 0, 0, 1, 0, 2, 0, 9, 46.0, 33, 32, 213, 44, 1, 9, 28, 0, 5, 47, 0, 2, 6.26, 6.27, 1.57, 74.9
2016, 한화, 36, 0, 0, 3, 0, 1, 0, 0, 25.1, 20, 17, 122, 34, 1, 9, 14, 1, 3, 18, 0, 0, 6.04, 8.88, 1.90, 87.0
