year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
1996, 해태, 19, 1, 0, 21, 9, 5, 0, 0, 123.2, 62, 59, 518, 115, , 15, 52, 5, 3, 64, 1, 3, 4.29, 4.54, 1.35, 87.1
1997, 해태, 20, 1, 0, 24, 9, 10, 1, 0, 147.2, 60, 59, 622, 135, , 11, 54, 3, 17, 91, 0, 2, 3.60, 3.99, 1.28, 113.3
1998, 해태, 21, 1, 0, 20, 6, 11, 1, 0, 121.0, 63, 52, 507, 120, , 10, 42, 4, 8, 69, 0, 4, 3.87, 3.97, 1.34, 104.6
