year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
2000, SK, 17, 0, 0, 0, 0, 2, 0, 0, 7.0, 7, 7, 32, 7, , 1, 2, 0, 1, 5, 0, 0, 9.00, 4.87, 1.29, 51.6
2001, SK, 18, 0, 0, 0, 0, 0, 0, 0, 19.0, 18, 18, 90, 32, , 7, 3, 0, 2, 11, 0, 0, 8.53, 7.53, 1.84, 55.2
2002, SK, 19, 0, 0, 0, 0, 0, 0, 0, 5.2, 1, 0, 21, 4, , 0, 0, 0, 0, 4, 0, 0, 0.00, 1.59, 0.71, 
2003, SK, 20, 0, 0, 0, 0, 0, 1, 2, 42.0, 32, 28, 184, 42, , 10, 15, 0, 2, 30, 0, 3, 6.00, 5.64, 1.36, 69.5
2004, SK, 21, 0, 0, 9, 2, 7, 0, 3, 107.0, 60, 58, 446, 99, , 13, 32, 0, 16, 64, 0, 7, 4.88, 4.68, 1.22, 86.2
2005, SK, 22, 2, 2, 22, 12, 9, 0, 0, 154.2, 70, 58, 653, 146, , 12, 45, 0, 12, 91, 0, 4, 3.38, 3.95, 1.24, 122.4
2006, SK, 23, 0, 0, 21, 8, 6, 0, 0, 107.1, 52, 41, 457, 107, , 9, 32, 2, 13, 53, 0, 1, 3.44, 4.01, 1.30, 102.3
2007, SK, 24, 0, 0, 1, 0, 0, 0, 0, 1.0, 3, 3, 8, 4, , 1, 0, 0, 1, 0, 0, 0, 27.00, 18.83, 4.00, 14.1
2011, SK, 28, 0, 0, 1, 1, 0, 0, 0, 4.0, 4, 4, 20, 9, , 0, 0, 0, 0, 3, 0, 1, 9.00, 1.69, 2.25, 45.6
2012, SK, 29, 0, 0, 1, 0, 1, 0, 0, 6.0, 7, 7, 29, 8, , 0, 2, 0, 1, 2, 0, 0, 10.50, 3.94, 1.67, 36.3
2013, KIA, 30, 0, 0, 0, 1, 1, 0, 8, 51.2, 35, 28, 244, 49, , 5, 35, 0, 8, 55, 0, 4, 4.88, 4.97, 1.63, 88.0
2014, LG, 31, 0, 0, 0, 0, 0, 0, 1, 15.1, 15, 10, 81, 21, 1, 2, 9, 0, 4, 12, 0, 2, 5.87, 6.53, 1.96, 84.3
2015, LG, 32, 0, 0, 0, 0, 1, 0, 3, 35.2, 19, 19, 155, 32, 0, 3, 18, 3, 5, 30, 0, 3, 4.79, 4.71, 1.40, 97.9
2016, LG, 33, 0, 0, 0, 3, 1, 1, 9, 45.1, 26, 25, 199, 41, 1, 3, 24, 3, 4, 31, 0, 3, 4.96, 4.94, 1.43, 102.5
2017, LG, 34, 0, 0, 0, 0, 0, 0, 0, 3.2, 0, 0, 12, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0.00, 4.01, 0.27, 
