year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
2008, LG, 18, 0, 0, 14, 3, 13, 0, 2, 106.1, 70, 65, 490, 131, , 10, 36, 0, 9, 59, 0, 9, 5.50, 4.53, 1.57, 74.4
2009, LG, 19, 0, 0, 0, 6, 5, 2, 10, 76.1, 49, 49, 342, 81, , 12, 35, 1, 5, 56, 0, 7, 5.78, 5.30, 1.52, 82.5
2013, LG, 23, 0, 0, 0, 0, 0, 0, 0, 5.0, 3, 3, 21, 7, , 1, 1, 0, 0, 1, 0, 0, 5.40, 6.15, 1.60, 78.6
2014, LG, 24, 0, 0, 0, 1, 3, 3, 8, 52.2, 26, 26, 239, 57, 2, 5, 27, 9, 5, 41, 0, 3, 4.44, 4.84, 1.60, 111.4
2015, LG, 25, 0, 0, 0, 3, 6, 1, 5, 44.0, 27, 27, 191, 49, 0, 3, 14, 2, 5, 32, 0, 2, 5.52, 4.21, 1.43, 85.0
2016, LG, 26, 0, 0, 0, 0, 0, 0, 0, 8.0, 3, 3, 34, 7, 0, 0, 3, 0, 1, 4, 0, 2, 3.38, 4.29, 1.25, 150.7
2017, LG, 27, 0, 0, 0, 8, 7, 7, 3, 61.2, 43, 40, 280, 75, 1, 5, 25, 8, 4, 57, 0, 7, 5.84, 3.96, 1.62, 82.9
2018, LG, 28, 0, 0, 0, 5, 3, 27, 0, 65.0, 36, 35, 299, 76, 0, 5, 24, 3, 7, 50, 0, 2, 4.85, 4.59, 1.54, 104.1
2019, LG, 29, 0, 0, 0, 1, 1, 6, 0, 10.0, 5, 2, 46, 11, 0, 0, 6, 0, 0, 11, 0, 0, 1.80, 3.00, 1.70, 227.1
2020, LG, 30, 1, 1, 19, 7, 4, 0, 0, 110.1, 51, 43, 470, 116, 1, 10, 31, 0, 4, 85, 0, 5, 3.51, 4.15, 1.33, 131.9
2021, LG,키움, 31, 1, 1, 23, 9, 5, 0, 0, 114.1, 55, 51, 497, 133, 2, 6, 27, 0, 6, 59, 0, 3, 4.01, 3.85, 1.40, 108.9
, 키움, 31, 1, 1, 11, 3, 3, 0, 0, 56.1, 26, 25, 248, 64, 0, 1, 15, 0, 4, 28, 0, 1, 3.99, 3.58, 1.40, 111.0
, LG, 31, 0, 0, 12, 6, 2, 0, 0, 58.0, 29, 26, 249, 69, 2, 5, 12, 0, 2, 31, 0, 2, 4.03, 4.11, 1.40, 106.9
2022, 키움, 32, 0, 0, 6, 3, 2, 0, 0, 31.0, 12, 12, 126, 28, 0, 3, 7, 0, 3, 6, 0, 2, 3.48, 5.06, 1.13, 105.5
